TF,target,target_symbol,target_gene_id,signed_association,absolute_association,p_value,positive_sign_frequency,bootstrap_sign_consistency,bootstrap_top1_frequency,bootstrap_top5_frequency,bootstrap_top10_frequency,fdr_global,stable_edge
KLF1,UBE2V1,UBE2V1,ENSG00000244687,0.11057116033536636,0.11057116033536636,6.508292365357008e-05,1.0,1.0,0.27,0.81,0.95,0.0024227464515805576,True
GATA1,EEF1G,EEF1G,ENSG00000254772,0.1105104719141145,0.1105104719141145,6.569125294621098e-05,1.0,1.0,0.25,0.74,0.88,0.0024412365368455973,True
TAL1,BCL2L1,BCL2L1,ENSG00000171552,0.11048836746204277,0.11048836746204277,6.591415621410038e-05,1.0,1.0,0.32,0.76,0.92,0.0024474407409208407,True
KLF1,TBC1D15,TBC1D15,ENSG00000121749,-0.11044046611604753,0.11044046611604753,6.639965356662274e-05,0.0,1.0,0.29,0.75,0.9,0.002461288853393287,True
KLF1,COCH,COCH,ENSG00000100473,-0.11036366474621472,0.11036366474621472,6.718512388534557e-05,0.0,1.0,0.35,0.78,0.96,0.002486190624995783,True
KLF1,NEAT1,NEAT1,ENSG00000245532,-0.1102010113050625,0.1102010113050625,6.887771838652626e-05,0.0,1.0,0.36,0.73,0.89,0.0025359523587766488,True
GATA1,CPOX,CPOX,ENSG00000080819,0.10997607256122584,0.10997607256122584,7.128495878210989e-05,1.0,1.0,0.27,0.78,0.9,0.0026070268370647883,True
TAL1,ACSM3,ACSM3,ENSG00000005187,-0.10959493245596852,0.10959493245596852,7.554622844726276e-05,0.0,1.0,0.24,0.86,0.97,0.0027263960662403243,True
TAL1,NCOA4,NCOA4,ENSG00000266412,0.10954028379347347,0.10954028379347347,7.617658770845274e-05,1.0,1.0,0.33,0.74,0.89,0.002744616100797136,True
GATA1,EPOR,EPOR,ENSG00000187266,0.10938346291764167,0.10938346291764167,7.801317469538359e-05,1.0,1.0,0.25,0.72,0.9,0.0028015568646765836,True
KLF1,MAP1LC3B,MAP1LC3B,ENSG00000140941,-0.10935596865774222,0.10935596865774222,7.833944770437593e-05,0.0,1.0,0.34,0.74,0.86,0.0028086618381880355,True
KLF1,RFESD,RFESD,ENSG00000175449,0.10916722717804998,0.10916722717804998,8.061426269180988e-05,1.0,1.0,0.32,0.77,0.96,0.002871390757442805,True
TAL1,HNRNPUL1,HNRNPUL1,ENSG00000105323,0.10910686152140946,0.10910686152140946,8.135488932841955e-05,1.0,1.0,0.29,0.74,0.88,0.002886020161577511,True
GATA1,RPL8,RPL8,ENSG00000161016,0.10894795293849097,0.10894795293849097,8.333537335108144e-05,1.0,1.0,0.23,0.72,0.93,0.002944337019690067,True
GATA1,UROD,UROD,ENSG00000126088,0.10857281599015817,0.10857281599015817,8.819276352097893e-05,1.0,1.0,0.24,0.7,0.87,0.0030737461963407315,True
TAL1,GATA2-AS1,GATA2-AS1,ENSG00000244300,0.10849431873258944,0.10849431873258944,8.924241827455923e-05,1.0,1.0,0.29,0.81,0.94,0.003102912063059794,True
KLF1,MORC3,MORC3,ENSG00000159256,0.10801310261525222,0.10801310261525222,9.593929255490771e-05,1.0,1.0,0.28,0.78,0.93,0.0032968038901547364,True
KLF1,SLC2A4,SLC2A4,ENSG00000181856,0.10797400003444307,0.10797400003444307,9.65037960637109e-05,0.99,0.99,0.3,0.71,0.89,0.0033132464990790543,True
TAL1,EP300,EP300,ENSG00000100393,0.10745147290584893,0.10745147290584893,0.00010435426163019122,1.0,1.0,0.32,0.8,0.92,0.003535596749577509,True
TAL1,CPEB4,CPEB4,ENSG00000113742,0.107258948370654,0.107258948370654,0.00010739562825390263,1.0,1.0,0.26,0.72,0.88,0.003605130299175519,True
KLF1,COMT,COMT,ENSG00000093010,0.10686961131276607,0.10686961131276607,0.00011380318225554226,1.0,1.0,0.3,0.84,0.97,0.003771023630195014,True
KLF1,WDR74,WDR74,ENSG00000133316,-0.10678123779219044,0.10678123779219044,0.000115306925286607,0.0,1.0,0.36,0.76,0.87,0.0038035632820785747,True
GATA1,FAM117A,FAM117A,ENSG00000121104,0.10673859816998647,0.10673859816998647,0.00011603914707200104,1.0,1.0,0.19,0.72,0.88,0.0038190762174035555,True
TAL1,PHB,PHB,ENSG00000167085,-0.10669536624528395,0.10669536624528395,0.00011678601027489772,0.0,1.0,0.23,0.76,0.89,0.003828637226689738,True
KLF1,CITED2,CITED2,ENSG00000164442,-0.10666646155590735,0.10666646155590735,0.00011728788323212705,0.0,1.0,0.4,0.75,0.88,0.0038370770475491672,True
TAL1,TXNIP,TXNIP,ENSG00000265972,0.10652638741958483,0.10652638741958483,0.00011974890318609588,1.0,1.0,0.32,0.8,0.89,0.0039000871372746344,True
KLF1,TM9SF3,TM9SF3,ENSG00000077147,0.10622685691167806,0.10622685691167806,0.00012517560444995522,1.0,1.0,0.29,0.72,0.82,0.004037744055045016,True
TAL1,NT5C2,NT5C2,ENSG00000076685,0.10621002208440948,0.10621002208440948,0.00012548737778124788,1.0,1.0,0.26,0.77,0.89,0.004044817910207651,True
TAL1,MAN1A1,MAN1A1,ENSG00000111885,0.10619149841749045,0.10619149841749045,0.0001258312723943572,1.0,1.0,0.21,0.74,0.83,0.004051800365000318,True
TAL1,NUDT4,NUDT4,ENSG00000173598,0.10601129628279925,0.10601129628279925,0.00012922337059021155,1.0,1.0,0.24,0.73,0.83,0.004120502172821474,True
TAL1,DYRK1A,DYRK1A,ENSG00000157540,0.10564848550117681,0.10564848550117681,0.00013631563966352958,1.0,1.0,0.25,0.77,0.87,0.004289529553153082,True
TAL1,ASAP1,ASAP1,ENSG00000153317,0.10559726926382428,0.10559726926382428,0.00013734583480218016,1.0,1.0,0.18,0.71,0.84,0.004312829607700422,True
KLF1,RHCE,RHCE,ENSG00000188672,0.10539071188459664,0.10539071188459664,0.00014157547354340413,1.0,1.0,0.27,0.82,0.93,0.004391851923963473,True
KLF1,PIP5K1B,PIP5K1B,ENSG00000107242,0.10479435728856525,0.10479435728856525,0.00015448489191586515,1.0,1.0,0.31,0.84,0.93,0.004712112393584339,True
KLF1,DIPK2A,DIPK2A,ENSG00000181744,-0.10473882048227898,0.10473882048227898,0.0001557418479748483,0.0,1.0,0.34,0.81,0.93,0.004747141763358791,True
TAL1,BSDC1,BSDC1,ENSG00000160058,0.10472634480927666,0.10472634480927666,0.00015602552741725577,1.0,1.0,0.2,0.7,0.86,0.004752476719520033,True
KLF1,UBALD2,UBALD2,ENSG00000185262,-0.10462409259203277,0.10462409259203277,0.00015836897520246654,0.0,1.0,0.24,0.75,0.9,0.004797132254401583,True
KLF1,GUK1,GUK1,ENSG00000143774,0.10458298490245027,0.10458298490245027,0.0001593203857020971,1.0,1.0,0.3,0.74,0.87,0.004815945867733052,True
KLF1,EIF2S2,EIF2S2,ENSG00000125977,0.10443149959482512,0.10443149959482512,0.0001628729929173204,1.0,1.0,0.24,0.77,0.88,0.004895986336664215,True
KLF1,ATP6V1D,ATP6V1D,ENSG00000100554,0.10430583531768285,0.10430583531768285,0.0001658764089238945,1.0,1.0,0.26,0.72,0.87,0.0049660740084402095,True
KLF1,SMIM1,SMIM1,ENSG00000235169,0.10367356795537781,0.10367356795537781,0.00018179379241408384,1.0,1.0,0.27,0.71,0.83,0.005355856615786885,True
KLF1,GPX4,GPX4,ENSG00000167468,-0.1035623387145116,0.1035623387145116,0.000184738272075961,0.0,1.0,0.43,0.72,0.86,0.005412225064033847,True
KLF1,AMMECR1,AMMECR1,ENSG00000101935,0.10330084237149062,0.10330084237149062,0.000191837982894295,1.0,1.0,0.2,0.75,0.91,0.005542267748874811,True
TAL1,SH2B3,SH2B3,ENSG00000111252,0.10308340145408378,0.10308340145408378,0.00019793579290595592,1.0,1.0,0.28,0.7,0.85,0.00566975218186412,True
KLF1,TMEM140,TMEM140,ENSG00000146859,-0.10302441651804567,0.10302441651804567,0.00019962103577972036,0.0,1.0,0.25,0.71,0.85,0.0057068131405261235,True
KLF1,GYPA,GYPA,ENSG00000170180,0.10296457110828265,0.10296457110828265,0.00020134461728841277,1.0,1.0,0.21,0.7,0.86,0.005737337824231384,True
KLF1,TNRC6A,TNRC6A,ENSG00000090905,0.10280049713134481,0.10280049713134481,0.00020614194035775064,1.0,1.0,0.27,0.74,0.92,0.005843582936648097,True
TAL1,R3HCC1L,R3HCC1L,ENSG00000166024,0.10261474373753175,0.10261474373753175,0.00021170250106480252,1.0,1.0,0.21,0.73,0.87,0.0059721716458832255,True
KLF1,RIPOR3,RIPOR3,ENSG00000042062,0.10216849725338098,0.10216849725338098,0.00022564129180822166,1.0,1.0,0.18,0.74,0.92,0.006286337645663449,True
KLF1,SLC25A39,SLC25A39,ENSG00000013306,0.10212520432606453,0.10212520432606453,0.0002270384167046137,1.0,1.0,0.24,0.72,0.84,0.006310195543970488,True
KLF1,SGMS1,SGMS1,ENSG00000198964,0.10198447895973989,0.10198447895973989,0.00023163605803670315,1.0,1.0,0.16,0.7,0.86,0.006392278346072805,True
KLF1,UBAC1,UBAC1,ENSG00000130560,0.10188695634659252,0.10188695634659252,0.00023487326249817424,1.0,1.0,0.29,0.76,0.83,0.006449062461814276,True
TAL1,ARMC1,ARMC1,ENSG00000104442,-0.10165484099240187,0.10165484099240187,0.0002427495615909531,0.0,1.0,0.17,0.71,0.89,0.006607259380204287,True
TAL1,EIF4EBP1,EIF4EBP1,ENSG00000187840,-0.10137733407906525,0.10137733407906525,0.0002524908708731939,0.0,1.0,0.19,0.7,0.9,0.006787922982171789,True
KLF1,ANKH,ANKH,ENSG00000154122,0.09959947320608588,0.09959947320608588,0.0003241232153411618,1.0,1.0,0.24,0.73,0.86,0.008252124236916424,True
KLF1,CPOX,CPOX,ENSG00000080819,0.09406323647188458,0.09406323647188458,0.0006876453748594453,1.0,1.0,0.18,0.72,0.84,0.014160832719563152,True
KLF1,ABCC4,ABCC4,ENSG00000125257,0.09297827064133782,0.09297827064133782,0.0007932667189967803,1.0,1.0,0.17,0.71,0.83,0.01570022004023492,True
