TF,target,target_symbol,target_gene_id,signed_association_day14,absolute_association_day14,stable_edge,detection_fraction,mean_cpm,rank_fraction_day14,author_TF_sensitive,author_log2fc,author_beta_weight,author_p_weight,author_effect_025,author_direction_concordant,author_supported_concordant,absolute_association,signed_association_day7,absolute_association_day7,rank_fraction_day7,loo_sign_fraction_day7,loo_fisher_z_sd_day7,detection_fraction_day7,mean_cpm_day7,signed_association_day9,absolute_association_day9,rank_fraction_day9,loo_sign_fraction_day9,loo_fisher_z_sd_day9,detection_fraction_day9,mean_cpm_day9,signed_association_day11,absolute_association_day11,rank_fraction_day11,loo_sign_fraction_day11,loo_fisher_z_sd_day11,detection_fraction_day11,mean_cpm_day11,estimable_prior_timepoints,prior_sign_concordance_fraction,prior_median_rank_fraction,prior_median_rank_score,prior_median_aligned_fisher_z,prior_fisher_z_sd,prior_association_sd,prior_association_range,prior_rank_sd,minimum_loo_sign_fraction,prior_association_heterogeneity_q,prior_association_heterogeneity_p,prior_association_heterogeneity_fdr,observationally_transportable,effective_guides_used,perturbation_log2fc,perturbation_fdr,E1_supported,E1_direction_concordant,strict_E1_testable,effect_day 7,effect_day 9,effect_day 11,effect_day 14,interaction_fdr,state_dependent,trajectory_shift_supported,fate_shift_associated,observational_perturbation_magnitude_spearman,observational_perturbation_oriented_spearman,observational_perturbation_direction_concordance_fraction,log1p_mean_cpm,descriptive_edge_class,day14_selected_not_preterminal_transportable,observationally_variable_and_perturbationally_variable,transportable_but_strict_E1_unsupported,observational_perturbation_direction_conflict
BCL11A,RHAG,RHAG,ENSG00000112077,0.1747337272061251,0.1747337272061251,True,0.897239263803681,743.8141556626155,0.0080932784636488,True,0.117059729654704,-0.121411766257402,1.96408372372284e-16,False,True,False,0.1747337272061251,0.07841287519886721,0.07841287519886721,0.1131842502400878,1.0,0.02595070013248176,0.8698060941828475,235.63215731407882,0.12990133243322885,0.12990133243322885,0.03168724279835391,1.0,0.0026472875529946795,0.9577284372331859,368.81547994443025,0.11794428148296143,0.11794428148296143,0.07558299039780521,1.0,0.009272234003082552,0.986074847693634,612.7915417835579,3,1.0,0.07558299039780521,0.9244170096021948,0.11849579393402898,0.027239679462043646,0.026946751129465506,0.05148845723436164,0.04078899692523221,1.0,2.454182298795208,0.29314405092536344,0.5617838003801857,True,2,0.0495856989794604,0.8233275118560639,False,False,True,-0.0431503623679254,-0.0273875603509111,-0.0778351273557957,0.0095762622238119,0.9147747914508674,False,False,False,-0.7999999999999999,-0.7999999999999999,0.75,6.613134731773942,transportable_but_atlas_unsupported,False,False,True,False
BCL11A,CHCHD3,CHCHD3,ENSG00000106554,0.1747162585701418,0.1747162585701418,True,0.504601226993865,116.18811940133276,0.0082304526748971,False,,,,False,False,False,0.1747162585701418,0.11403060585785842,0.11403060585785842,0.039648785841679246,1.0,0.02871234315000349,0.8885041551246771,235.71560174132935,0.15357012114283586,0.15357012114283586,0.014677640603566529,1.0,0.016220494302613825,0.9278394534586306,254.10079856176242,0.1822125313556544,0.1822125313556544,0.014540466392318244,1.0,0.008617741476949948,0.903394255874664,240.18069096370687,3,1.0,0.014677640603566529,0.9853223593964334,0.15479475203603463,0.03500960449643735,0.034235789987373685,0.06818192549779599,0.014456858907558441,1.0,3.1893109408535176,0.20297844853534394,0.458193109829506,True,2,-0.0898217304127039,0.826758100356581,False,False,True,-0.0533480218476873,-0.0034361288608825,-0.0081107553706956,-0.0805758702889224,0.843292792515562,False,False,False,0.0,0.0,1.0,4.763780501708801,transportable_but_atlas_unsupported,False,False,True,False
NFE2,STRN3,STRN3,ENSG00000196792,0.1746659670519751,0.1746659670519751,True,0.7952453987730062,392.79184925059695,0.0050754458161865,True,-0.0562581254303924,0.0498082713992611,1.92986948074086e-17,False,False,False,0.1746659670519751,0.039832243623090666,0.039832243623090666,0.2688983399643298,0.75,0.029534487594560954,0.8919667590027937,254.40600957135106,0.07383319806367841,0.07383319806367841,0.0205761316872428,1.0,0.005737787190918078,0.9423569598634146,308.1330554706873,0.15132729084500673,0.15132729084500673,0.0049382716049382715,1.0,0.04944014404007523,0.9503916449086048,417.51269904551225,3,1.0,0.0205761316872428,0.9794238683127572,0.07396780191826141,0.05776363248215245,0.05714388983651903,0.11149504722191607,0.14808971350719433,0.75,8.34288163403438,0.015430012275956684,0.09852320066496525,True,3,0.1151456480539853,0.5134347500809958,False,False,True,-0.0448801979565876,0.0429374424621078,-0.0755821211001267,0.1131092742532323,0.2067493448412979,False,False,False,0.7999999999999999,-0.39999999999999997,0.5,5.975822468303159,transportable_but_atlas_unsupported,False,False,True,False
TAL1,SLC25A37,SLC25A37,ENSG00000147454,0.1730020972247108,0.1730020972247108,True,0.9984662576687116,7309.786012898832,0.0001371742112482,True,0.233794848965072,-0.679316632703902,1.1958963686621502e-260,False,True,False,0.1730020972247108,0.20194267203706107,0.20194267203706107,0.00013719303059404582,1.0,0.018453210258701978,0.9404432132964259,762.3628122051656,0.14275368446680575,0.14275368446680575,0.00013717421124828533,1.0,0.014440461799727728,0.9756618274979191,1452.8432333439528,0.17408282146600576,0.17408282146600576,0.00027434842249657066,1.0,0.007318746168366052,0.9956483899042515,3836.9632297886114,3,1.0,0.00013719303059404582,0.999862806969406,0.17587402195907506,0.03052525551290818,0.029611434583473584,0.059188987570255314,7.919213567193416e-05,1.0,3.3699424543202467,0.1854497677956808,0.43444005204770797,True,0,,,False,False,False,-0.2197331954940371,-0.0244644937810548,-0.1064954849909303,0.0240851603976775,0.364504680701667,False,False,False,0.7999999999999999,0.7999999999999999,0.75,8.897106072667704,transportable_but_atlas_unsupported,False,False,False,False
BCL11A,MTDH,MTDH,ENSG00000147649,0.1727987111524713,0.1727987111524713,True,0.4800613496932515,105.05799129913471,0.0083676268861454,False,,,,False,False,False,0.1727987111524713,0.0024804688198995757,0.0024804688198995757,0.9532171765674303,0.5,0.03051050437373875,0.9480609418282824,453.26715181669687,0.01660303683212813,0.01660303683212813,0.6958847736625514,1.0,0.007689125722451583,0.9688300597780207,474.522745350271,0.046482652576710214,0.046482652576710214,0.41618655692729767,1.0,0.016344628660238426,0.936466492602252,330.1250569513345,3,1.0,0.6958847736625514,0.3041152263374486,0.016604562686823,0.02248457683432588,0.02246638429473402,0.044002183756810635,0.2685929213700989,0.5,1.263871539232736,0.5315618232020796,0.7295715489181536,False,2,-0.003494393526407,0.9960376906068,False,False,True,-0.0799060589512145,-0.0406893504937457,-0.0186628136801061,-0.1580396559053895,0.560231410216532,False,False,False,0.19999999999999998,0.19999999999999998,1.0,4.663986032241822,variable_and_atlas_unsupported,True,False,False,False
GFI1B,HBB,HBB,ENSG00000244734,-0.1727796706241675,0.1727796706241675,True,1.0,315022.78433583665,0.0006858710562414,True,0.106725509671019,-0.751673744621383,0.0,False,False,False,0.1727796706241675,0.08736675492362356,0.08736675492362356,0.025106324598710386,1.0,0.01794076597324648,1.000000000000031,8752.308521740437,0.04960273920346686,0.04960273920346686,0.1374485596707819,1.0,0.005938172971861135,1.0000000000000568,19555.93147747089,-0.09221816975877158,0.09221816975877158,0.03525377229080933,1.0,0.006261165719016884,0.9999999999999868,73632.87334719309,3,0.3333333333333333,0.03525377229080933,0.9647462277091907,-0.04964348075006133,0.09492527995437162,0.09468371584330054,0.17958492468239512,0.06213898808757974,1.0,22.676393909907564,1.1909228490941082e-05,0.0005670624950686561,False,1,-0.0295233058446341,0.8395353032934146,False,False,False,-0.0074223424381548,0.0241885279213674,-0.1109749747806863,-0.0431670533123834,0.6230730108668829,False,True,False,0.6000000000000001,-0.6000000000000001,0.25,12.660403420785402,variable_and_atlas_unsupported,True,False,False,True
GFI1B,NAPEPLD,NAPEPLD,ENSG00000161048,0.172555225084277,0.172555225084277,True,0.2684049079754601,43.17451676012982,0.0008230452674897,True,0.284508605182358,-0.557151698078655,1.33963982570308e-65,True,True,True,0.172555225084277,0.05976502331491696,0.05976502331491696,0.09713266566058444,1.0,0.018192894180923683,0.7409972299169104,109.53450880862336,0.05321771257805569,0.05321771257805569,0.11179698216735254,1.0,0.011871374342740187,0.7681468830060066,114.49728736639237,0.05941186595438983,0.05941186595438983,0.1588477366255144,1.0,0.013115692277118228,0.7719756309834592,125.3189881116522,3,1.0,0.11179698216735254,0.8882030178326474,0.059481917778157666,0.0036941490474046114,0.003682379983467782,0.006547310736861274,0.03224273990089152,1.0,0.05028341505767378,0.9751717130629972,0.9847166237944458,False,1,0.3592979042630436,0.6749637414291912,False,False,False,-0.1114027812274078,-0.0642307668595435,-0.1906897597985671,0.0931878288690298,0.5184020307901149,False,True,False,0.19999999999999998,-0.39999999999999997,0.75,3.78814807892985,variable_but_atlas_supported,True,False,False,False
NFE2,RFESD,RFESD,ENSG00000175449,0.1725034611264407,0.1725034611264407,True,0.7469325153374233,240.46289134392669,0.0052126200274348,False,,,,False,False,False,0.1725034611264407,-0.024142625003313076,0.024142625003313076,0.4975991219646042,0.75,0.02165911714048293,0.7285318559556907,98.5536937116911,-0.01832722676279377,0.01832722676279377,0.5308641975308642,0.75,0.026173946535062324,0.8761742100768993,159.95483820173314,0.012759642874993388,0.012759642874993388,0.7714677640603567,1.0,0.016355767387335268,0.9425587467362814,240.0646393909928,3,0.3333333333333333,0.5308641975308642,0.4691358024691358,-0.01832927913697248,0.019843506607918525,0.019840991638251086,0.036902267878306465,0.14944378798426308,0.75,0.9982986834478648,0.6070468295489525,0.7861129445414259,False,3,-0.0399259698709861,0.7164056345758232,False,False,True,-0.0788556034779995,-0.0554059767294048,-0.1444422551861908,-0.0586556817769588,0.7631398883228815,False,True,False,-0.39999999999999997,0.0,0.5,5.486715802254509,variable_and_atlas_unsupported,True,False,False,False
NFE2,GUK1,GUK1,ENSG00000143774,0.1721265912400696,0.1721265912400696,True,0.9424846625766872,621.726739716013,0.0053497942386831,True,-0.174530548491059,0.0587234993648782,2.2447456179984102e-15,False,False,False,0.1721265912400696,0.07009062744668614,0.07009062744668614,0.05405405405405406,1.0,0.026811538614077046,0.7569252077562467,104.72940605476704,0.040884651362284676,0.040884651362284676,0.17242798353909464,1.0,0.01353091758629979,0.8505550811272805,140.419097690367,0.07141751371163294,0.07141751371163294,0.1308641975308642,1.0,0.023023908513288477,0.9643167972149577,263.44794962478636,3,1.0,0.1308641975308642,0.8691358024691358,0.07020574494304467,0.01731318677823273,0.017257874287056055,0.03053286234934826,0.06005516024178035,1.0,1.0921888334627683,0.5792075419161216,0.7660886077907676,False,3,0.0391712533752981,0.754165802934624,False,False,True,-0.0151664091643675,0.071723881416741,0.0102581433262335,0.0242910013461767,0.6347408976751173,False,False,False,-0.39999999999999997,0.19999999999999998,0.25,6.434107802527044,variable_and_atlas_unsupported,True,False,False,True
GFI1B,CENPP,CENPP,ENSG00000188312,0.1718547509156874,0.1718547509156874,True,0.3412576687116564,108.30062044566048,0.0009602194787379,True,0.255602871152936,-0.309410307198797,2.49451573183445e-53,True,True,True,0.1718547509156874,0.04167911523029192,0.04167911523029192,0.24626148991631225,1.0,0.011672013325662726,0.8379501385041749,335.989808111863,0.12612922105483643,0.12612922105483643,0.002880658436213992,1.0,0.029147497928723155,0.9030742954739991,436.149061807937,0.15724112111015695,0.15724112111015695,0.00041152263374485596,1.0,0.01699284944748182,0.8537859007832821,411.8932705249099,3,1.0,0.002880658436213992,0.997119341563786,0.12680452435878,0.06042229070566132,0.05979736323870111,0.11556200587986504,0.14123416263803085,1.0,10.010922532576826,0.006701249574699243,0.05764094531129031,True,1,0.0515238749462551,0.97842268302645,False,False,False,-0.2364487712016739,-0.1116575333338278,-0.1182543324190702,0.09802340943474,0.1747160288358435,False,True,False,-0.7999999999999999,-0.7999999999999999,0.75,4.694102071704903,transportable_and_atlas_supported,False,False,False,False
BCL11A,MYO1D,MYO1D,ENSG00000176658,0.171741126706995,0.171741126706995,True,0.5943251533742331,181.87622562417985,0.0085048010973936,False,,,,False,False,False,0.171741126706995,0.05326861773860829,0.05326861773860829,0.2446151735491837,1.0,0.033151555810438625,0.8815789473684439,314.09954939293794,0.08057476098390302,0.08057476098390302,0.1176954732510288,1.0,0.012887647725533045,0.9167378309137958,356.78050796520347,0.07892479317901983,0.07892479317901983,0.19012345679012346,1.0,0.01916188082450845,0.8946910356831935,260.4112347979247,3,1.0,0.19012345679012346,0.8098765432098766,0.07908928581926758,0.015380210584201295,0.015311146217265396,0.027306143245294734,0.06367072890879355,1.0,0.7342405410093922,0.6927263254892668,0.8342365670775412,False,2,-0.0566662403998654,0.8508720183409391,False,False,True,0.0015532068115598,0.0550155141116819,0.0009554745785436,0.0301490370830809,0.9147846333664906,False,False,False,0.6000000000000001,-0.6000000000000001,0.0,5.208809561295574,variable_and_atlas_unsupported,True,False,False,True
GFI1B,RDX,RDX,ENSG00000137710,0.1709063010281392,0.1709063010281392,True,0.352760736196319,64.07148570857545,0.0010973936899862,False,,,,False,False,False,0.1709063010281392,-0.03662620132830152,0.03662620132830152,0.30580326519412815,1.0,0.010023994551926813,0.7472299168975203,100.49322532561712,0.054422591942246634,0.054422591942246634,0.10438957475994513,1.0,0.014059395125557117,0.8001707941930302,120.18354648868483,0.05670694048641863,0.05670694048641863,0.17503429355281208,1.0,0.025026852501821108,0.8302872062663117,140.667241791434,3,0.6666666666666666,0.17503429355281208,0.8249657064471879,0.054476417574519105,0.053281381630175755,0.05323873333908458,0.09333314181472016,0.10219154802931558,1.0,8.552554839154517,0.013894288541558513,0.0966355573845474,False,1,-0.0259645284571611,0.9805249974044375,False,False,False,0.060261076554978,-0.0194392489880591,-0.0481433594984926,0.174532429635941,0.4156671237327686,False,False,False,0.39999999999999997,-0.19999999999999998,0.75,4.175486445712433,variable_and_atlas_unsupported,True,False,False,False
BCL11A,GYPC,GYPC,ENSG00000136732,0.1708422281631527,0.1708422281631527,True,0.9746932515337424,1543.5880793009026,0.0086419753086419,True,0.142328031380461,-0.0807340635739167,2.13395495955924e-10,False,True,False,0.1708422281631527,0.06396497421022447,0.06396497421022447,0.1727260255179037,1.0,0.012446322608749236,0.951523545706399,446.38845817219317,0.06161510657069536,0.06161510657069536,0.201920438957476,1.0,0.018810534146842757,0.9884713919727285,645.0777079945065,0.05907306979566114,0.05907306979566114,0.31056241426611797,1.0,0.02335735432838681,0.9999999999999868,1206.7574363224735,3,1.0,0.201920438957476,0.798079561042524,0.061693256965359676,0.002455875842636789,0.0024465812095710447,0.004891904414563331,0.07263408593559122,1.0,0.015319445242279225,0.9923695382963423,0.9990483781429054,False,2,-0.0471007182156434,0.7703217839302647,False,False,True,-0.0137174987038001,-0.0286267199644756,-0.0643032071086773,0.0109359291474075,0.8330069025791452,False,False,False,-1.0,-1.0,0.75,7.342512538444436,variable_and_atlas_unsupported,True,False,False,False
BCL11A,MPHOSPH8,MPHOSPH8,ENSG00000196199,0.1706626003819168,0.1706626003819168,True,0.4033742331288343,67.85220172987643,0.0087791495198902,False,,,,False,False,False,0.1706626003819168,-0.03123632533090671,0.03123632533090671,0.4786664837426259,1.0,0.00687499763166418,0.849030470914148,150.35119346116076,0.0074999488264358835,0.0074999488264358835,0.8631001371742113,0.75,0.015450850701546864,0.8633646456020899,148.5346473757385,-0.0041185827482193476,0.0041185827482193476,0.9407407407407408,0.3333333333333333,0.028576298676805258,0.8215839860748412,137.32199199888643,3,0.3333333333333333,0.8631001371742113,0.1368998628257887,-0.004118606035916971,0.01988388649636793,0.019878217451626806,0.03873627415734259,0.24743009659069745,0.3333333333333333,1.3392641851649807,0.5118968738035402,0.7057108349318294,False,2,-0.1683713410447088,0.6885005162203544,False,False,True,-0.0206394826445316,-0.0304127454253424,0.0318172934778684,-0.0953755117334315,0.8445689798445332,False,False,False,0.19999999999999998,0.7999999999999999,0.75,4.2319622033108,variable_and_atlas_unsupported,True,False,False,False
BCL11A,EIF4G3,EIF4G3,ENSG00000075151,0.1706136373843929,0.1706136373843929,True,0.200920245398773,33.916732714455144,0.0089163237311385,False,,,,False,False,False,0.1706136373843929,0.0024522187558085403,0.0024522187558085403,0.9544519138427768,0.25,0.019825725813912478,0.846952908587278,217.27403604189107,0.044494685807696,0.044494685807696,0.33415637860082303,1.0,0.015505476580147006,0.8450042698548631,195.762663511018,0.08521948329525685,0.08521948329525685,0.16200274348422497,1.0,0.007590544990062517,0.6892950391644893,117.89296791816273,3,1.0,0.33415637860082303,0.665843621399177,0.04452408392279435,0.04148860377671788,0.04138538036061145,0.0827672645394483,0.4168091315232345,0.25,4.396836612841383,0.11097855368074082,0.33026790734797384,False,2,-0.1217793401600638,0.8773049267109557,False,False,True,-0.0276168296220798,0.0008493457408709,0.0581001464806153,-0.2435186844157906,0.4950664918874216,False,False,False,0.7999999999999999,0.19999999999999998,0.5,3.5529661617157893,variable_and_atlas_unsupported,True,False,False,False
NFE2,BLVRB,BLVRB,ENSG00000090013,0.1704425097766111,0.1704425097766111,True,0.9961656441717792,2257.3448275904234,0.0054869684499314,True,-0.099340952788479,0.0663171914651663,2.8354572913089797e-30,False,False,False,0.1704425097766111,0.1068339228073382,0.1068339228073382,0.005762107284949925,1.0,0.01797689796234269,0.9792243767313317,568.6735926159331,0.06442217462085041,0.06442217462085041,0.03827160493827161,1.0,0.01476806148497549,0.9991460290350697,896.6476450360648,0.13055894044864483,0.13055894044864483,0.012482853223593965,1.0,0.01403089333613409,0.9991296779808397,1768.2768815886755,3,1.0,0.012482853223593965,0.987517146776406,0.10724317830252848,0.03383036192545198,0.03350548373146023,0.06613676582779442,0.017161466422601232,1.0,3.847907795424368,0.14602843766515972,0.39300696919449507,True,3,-0.0098764311136413,0.910198409902769,False,False,True,0.0541851678715947,0.0096653236384168,0.0005307158144646,-0.0069257247527402,0.7146551573098152,False,False,False,-0.6000000000000001,0.7999999999999999,0.25,7.722387446774776,transportable_but_atlas_unsupported,False,False,True,True
GATA1,SOX6,SOX6,ENSG00000110693,0.1702770412580773,0.1702770412580773,True,0.8757668711656442,1539.4499639593853,0.0001371742112482,True,0.329456568671427,-1.45742346476811,2.00088158820574e-298,True,True,True,0.1702770412580773,-0.027215903574678648,0.027215903574678648,0.3835917135409521,0.75,0.02080643761157898,0.33656509695290604,56.791638555652966,0.03368485597126492,0.03368485597126492,0.15432098765432098,1.0,0.012936789229198222,0.7019641332194914,314.7856856125982,0.061894993807784966,0.061894993807784966,0.053909465020576135,1.0,0.03435345974235194,0.9242819843341933,1084.9128213310082,3,0.6666666666666666,0.15432098765432098,0.845679012345679,0.03369760504512143,0.04558310705696869,0.045543873393934224,0.08911089738246361,0.16898615555505367,0.75,5.601624216928226,0.06076069830596061,0.2299512229255984,False,1,0.1354635930207887,0.6885005162203544,False,False,False,-0.6750493750810326,-0.0488586984273436,-0.0986125307175099,0.1126458492509204,0.1314996439378316,False,True,False,-0.19999999999999998,-0.7999999999999999,0.5,7.33982983711934,variable_but_atlas_supported,True,False,False,False
TAL1,EPB41,EPB41,ENSG00000159023,0.1699550019555386,0.1699550019555386,True,0.97239263803681,978.2199482144332,0.0002743484224965,True,0.131699602498291,-0.353845820946484,1.51935492911279e-124,False,True,False,0.1699550019555386,0.10624718737152872,0.10624718737152872,0.007134037590890383,1.0,0.044146311200500145,0.9002770083102735,298.561830536077,0.07266666233871413,0.07266666233871413,0.006584362139917695,1.0,0.010620510932361795,0.9581554227156796,416.5655951345236,0.11833602662255516,0.11833602662255516,0.005349794238683128,1.0,0.025870626226074965,0.9651871192341047,535.5808707235899,3,1.0,0.006584362139917695,0.9934156378600824,0.10664970641486848,0.023878438980577493,0.02366249680403859,0.045669364283841024,0.0009137674160726511,1.0,1.9789685422486807,0.3717683732749155,0.6140992026427754,True,0,,,False,False,False,-0.1644880552750617,0.0010908166621053,-0.0067669491330773,0.1264289583987017,0.0278916399356521,True,False,False,0.39999999999999997,-0.39999999999999997,0.5,6.886756283501571,transportable_but_atlas_unsupported,False,False,False,False
BCL11A,DNAJC9,DNAJC9,ENSG00000213551,0.1697187426229145,0.1697187426229145,True,0.4915644171779141,130.54204882514347,0.0090534979423868,False,,,,False,False,False,0.1697187426229145,-0.0025887673587036597,0.0025887673587036597,0.9510220880779257,0.75,0.013630374519207131,0.8393351800554215,155.35339966465065,0.07003552522798198,0.07003552522798198,0.1578875171467764,1.0,0.014044323749877486,0.9086251067464165,195.66539835312858,0.12977540512248248,0.12977540512248248,0.058161865569272976,1.0,0.04865499028688762,0.9216710182767521,253.4923353155129,3,0.6666666666666666,0.1578875171467764,0.8421124828532236,0.0701503709023155,0.0666459468618782,0.06628651858932184,0.13236417248118615,0.48925232585495465,0.75,11.45724335293336,0.003251555842353064,0.037272464192899014,False,2,-0.2058970370913902,0.6301016160582064,False,False,True,0.0096717358830428,-0.035531930636967,-0.0697157491666729,-0.0940844991959484,0.6778348574270372,False,False,False,1.0,1.0,1.0,4.8793265634333975,variable_and_atlas_unsupported,True,False,False,False
NFE2,PTK2B,PTK2B,ENSG00000120899,0.1696070789979711,0.1696070789979711,True,0.6288343558282209,162.28450889767487,0.0056241426611796,False,,,,False,False,False,0.1696070789979711,0.012519305108717012,0.012519305108717012,0.7228700782000275,0.75,0.023928271474992498,0.45498614958448386,43.311039660113465,0.0090439800000122,0.0090439800000122,0.7647462277091907,0.5,0.017226893713164493,0.4782237403928232,45.93267108612207,0.11310695416347481,0.11310695416347481,0.0252400548696845,1.0,0.04564907394514664,0.550043516100961,64.38012343507654,3,1.0,0.7228700782000275,0.27712992179997253,0.012519959232982722,0.059383353313875474,0.05910309582799618,0.10406297416346261,0.41539351644301137,0.5,9.313135214609039,0.009499010845675355,0.06999866325563148,False,3,-0.1029506142500685,0.6694685517623624,False,False,True,-0.0375884315160076,0.1138093499421747,0.1382453283072285,-0.1297343789882318,0.3081822589115404,False,True,False,0.6000000000000001,0.39999999999999997,0.5,5.095494132633268,variable_and_atlas_unsupported,True,False,False,False
BCL11A,ADD2,ADD2,ENSG00000075340,0.1693473748357377,0.1693473748357377,True,0.3121165644171779,55.18903137800044,0.0091906721536351,False,,,,False,False,False,0.1693473748357377,0.17880653831272594,0.17880653831272594,0.005487721223761833,1.0,0.018752822335791047,0.742382271468157,136.8542819526307,0.18031103639084406,0.18031103639084406,0.005075445816186557,1.0,0.01572613536707249,0.8659265584970518,184.7499276469667,0.04122842463462879,0.04122842463462879,0.46117969821673527,0.6666666666666666,0.048542107321898884,0.8842471714534289,213.68326616872676,3,1.0,0.005487721223761833,0.9945122787762382,0.18074953710959982,0.0809915620462191,0.07986861478977063,0.13908261175621528,0.2632129799625643,0.6666666666666666,17.22589438617417,0.00018173750483778799,0.005920816604978461,False,2,-0.2596124460985457,0.7876661183921018,False,False,True,-0.0397214402059009,0.0289110818760639,-0.1645589547537073,-0.0638033251757433,0.7098654182779504,False,False,False,-1.0,-1.0,0.75,4.02872156664131,variable_and_atlas_unsupported,False,False,False,False
NFE2,ITSN1,ITSN1,ENSG00000205726,0.1691344180353588,0.1691344180353588,True,0.5030674846625767,137.30888731518723,0.0057613168724279,True,-0.29215762055057,0.142555185076581,2.18708190950194e-21,True,False,False,0.1691344180353588,-0.018317546978505465,0.018317546978505465,0.6089998628069694,1.0,0.019223088333123566,0.20844875346260253,15.696823921147528,0.038119767404883625,0.038119767404883625,0.20260631001371743,1.0,0.02206580226048718,0.27198975234841855,24.821822498819508,0.039311274648402214,0.039311274648402214,0.3871056241426612,1.0,0.008147902199000608,0.4873803307223725,63.18856224392686,3,0.6666666666666666,0.3871056241426612,0.6128943758573389,0.03813824767640851,0.032945829270705745,0.0329334460855698,0.057628821626907675,0.20348332029038044,1.0,3.27440659740157,0.1945233058460376,0.4470223940114233,False,3,0.1346146473088416,0.5437114318896837,False,False,True,0.177479051578665,0.1494460773147047,0.0931211205686051,0.1141940647473998,0.9771522858919612,False,False,False,-0.7999999999999999,0.7999999999999999,0.25,4.929489497742622,variable_but_atlas_supported,True,False,False,True
BCL11A,KHDRBS1,KHDRBS1,ENSG00000121774,0.1690591221110474,0.1690591221110474,True,0.3374233128834356,50.11413549921605,0.0093278463648834,False,,,,False,False,False,0.1690591221110474,-0.02282613941340177,0.02282613941340177,0.5948689806557826,1.0,0.017527042762381994,0.8981994459834035,225.75184316954594,-0.028630452774645144,0.028630452774645144,0.5178326474622771,0.75,0.034155616945786484,0.912894961571353,217.41931556912203,0.009331078395564825,0.009331078395564825,0.8633744855967078,0.6666666666666666,0.020637215558849342,0.8363794604003411,148.5572020318508,3,0.3333333333333333,0.5948689806557826,0.40513101934421736,-0.022830105041105643,0.020452329663064598,0.020448531159945816,0.03796153117020997,0.18139687828846593,0.6666666666666666,1.1462303575321076,0.5637664670392912,0.7587501177282426,False,2,-0.0959681104822456,0.8590040550092644,False,False,True,-0.0416950835658492,-0.0109805036617954,0.0231908856412419,-0.1479452187184175,0.7174264556801869,False,False,False,0.39999999999999997,0.39999999999999997,0.25,3.934061083207028,variable_and_atlas_unsupported,True,False,False,True
BCL11A,PRKDC,PRKDC,ENSG00000253729,0.1688296026805618,0.1688296026805618,True,0.3266871165644172,79.88201476417268,0.0094650205761316,False,,,,False,False,False,0.1688296026805618,0.11691646855578738,0.11691646855578738,0.036904925229798324,1.0,0.020187863885457593,0.9466759002770357,556.8921967717845,0.12089311485842573,0.12089311485842573,0.040740740740740744,1.0,0.016776825469741678,0.9701110162255017,631.5729562324603,0.03513599959152331,0.03513599959152331,0.5237311385459533,0.6666666666666666,0.03708813277017596,0.9138381201044287,449.7042540277309,3,1.0,0.040740740740740744,0.9592592592592593,0.1174536092953466,0.04872392330715779,0.048404789085950355,0.08575711526690241,0.2799685100817644,0.6666666666666666,6.292503309502289,0.04301305284783467,0.1798991872487139,False,2,0.0636862233434324,0.9657768531045802,False,False,True,-0.0366827408024601,-0.0364654978126865,-0.0204438511607333,0.0209625596387818,0.9814191754299628,False,False,False,0.19999999999999998,-0.39999999999999997,0.75,4.3929914849382135,variable_and_atlas_unsupported,False,False,False,False
NFE2,EIF2AK1,EIF2AK1,ENSG00000086232,0.1687538212059187,0.1687538212059187,True,0.9325153374233128,558.8803207127274,0.0058984910836762,True,-0.11904798284041,0.0470057434152447,4.40729547920404e-13,False,False,False,0.1687538212059187,0.04343620925524822,0.04343620925524822,0.22815200987789822,1.0,0.022423418349233365,0.8324099722991883,142.9807833293889,0.055749654935333626,0.055749654935333626,0.06886145404663924,1.0,0.01171057426598162,0.9077711357814292,198.6014204891944,0.11197603101126588,0.11197603101126588,0.0262002743484225,1.0,0.03600056670717208,0.9721496953872811,392.4587585843054,3,1.0,0.06886145404663924,0.9311385459533608,0.05580751997025738,0.036786021667418345,0.03653932465507824,0.06853982175601767,0.10644087632236834,1.0,3.4196229798926314,0.180899890851227,0.42903077562034303,True,3,0.0604570049873554,0.608156979748136,False,False,True,0.0714017180394734,-0.0027416468146031,-0.0985473007712069,0.0480345684751699,0.2067493448412979,False,True,False,0.0,0.39999999999999997,0.5,6.327723047876328,transportable_but_atlas_unsupported,False,False,True,False
