TF,target,target_symbol,target_gene_id,signed_association_day14_frozen,absolute_association_day14_frozen,frozen_day14_E0,signed_association_day7,absolute_association_day7,rank_fraction_day7,bootstrap_top5_frequency_day7,bootstrap_sign_consistency_day7,E0_timepoint_day7,power_matched_bootstrap_top5_frequency_day7,power_matched_bootstrap_sign_consistency_day7,E0_timepoint_power_matched_day7,state_unadjusted_signed_association_day7,state_unadjusted_absolute_association_day7,state_unadjusted_rank_fraction_day7,state_unadjusted_bootstrap_top5_frequency_day7,state_unadjusted_bootstrap_sign_consistency_day7,state_unadjusted_E0_timepoint_day7,signed_association_day9,absolute_association_day9,rank_fraction_day9,bootstrap_top5_frequency_day9,bootstrap_sign_consistency_day9,E0_timepoint_day9,power_matched_bootstrap_top5_frequency_day9,power_matched_bootstrap_sign_consistency_day9,E0_timepoint_power_matched_day9,state_unadjusted_signed_association_day9,state_unadjusted_absolute_association_day9,state_unadjusted_rank_fraction_day9,state_unadjusted_bootstrap_top5_frequency_day9,state_unadjusted_bootstrap_sign_consistency_day9,state_unadjusted_E0_timepoint_day9,signed_association_day11,absolute_association_day11,rank_fraction_day11,bootstrap_top5_frequency_day11,bootstrap_sign_consistency_day11,E0_timepoint_day11,power_matched_bootstrap_top5_frequency_day11,power_matched_bootstrap_sign_consistency_day11,E0_timepoint_power_matched_day11,state_unadjusted_signed_association_day11,state_unadjusted_absolute_association_day11,state_unadjusted_rank_fraction_day11,state_unadjusted_bootstrap_top5_frequency_day11,state_unadjusted_bootstrap_sign_consistency_day11,state_unadjusted_E0_timepoint_day11,signed_association_day14,absolute_association_day14,rank_fraction_day14,bootstrap_top5_frequency_day14,bootstrap_sign_consistency_day14,E0_timepoint_day14,power_matched_bootstrap_top5_frequency_day14,power_matched_bootstrap_sign_consistency_day14,E0_timepoint_power_matched_day14,state_unadjusted_signed_association_day14,state_unadjusted_absolute_association_day14,state_unadjusted_rank_fraction_day14,state_unadjusted_bootstrap_top5_frequency_day14,state_unadjusted_bootstrap_sign_consistency_day14,state_unadjusted_E0_timepoint_day14,discovery_pattern,power_matched_discovery_pattern,discovery_class,any_preterminal_E0,preterminal_E0_omitted_by_day14,power_matched_preterminal_E0,power_robust_preterminal_omission,state_unadjusted_preterminal_E0,state_unadjusted_preterminal_omission,state_unadjusted_only_preterminal_omission,effective_guides_used,effective_guide_names,E1_supported,E1_direction_concordant,discovery_anchor_timepoint,signed_association,feature_index,effective_guides_used_time_resolved,effective_guide_names_time_resolved,strict_time_resolved_testable,strict_time_resolved_unresolved_reason,interaction_f_stat,interaction_p_value,model_df_numerator,model_df_denominator,effect_day 7,effect_se_day 7,effect_p_value_day 7,effect_day 9,effect_se_day 9,effect_p_value_day 9,effect_day 11,effect_se_day 11,effect_p_value_day 11,effect_day 14,effect_se_day 14,effect_p_value_day 14,effect_difference_day 7_vs_day 9,effect_difference_se_day 7_vs_day 9,effect_difference_p_value_day 7_vs_day 9,effect_difference_day 7_vs_day 11,effect_difference_se_day 7_vs_day 11,effect_difference_p_value_day 7_vs_day 11,effect_difference_day 7_vs_day 14,effect_difference_se_day 7_vs_day 14,effect_difference_p_value_day 7_vs_day 14,effect_difference_day 9_vs_day 11,effect_difference_se_day 9_vs_day 11,effect_difference_p_value_day 9_vs_day 11,effect_difference_day 9_vs_day 14,effect_difference_se_day 9_vs_day 14,effect_difference_p_value_day 9_vs_day 14,effect_difference_day 11_vs_day 14,effect_difference_se_day 11_vs_day 14,effect_difference_p_value_day 11_vs_day 14,consistent_effective_guides_day 7,effective_guide_direction_consistent_day 7,leave_one_effective_guide_out_direction_consistent_day 7,consistent_effective_guides_day 9,effective_guide_direction_consistent_day 9,leave_one_effective_guide_out_direction_consistent_day 9,consistent_effective_guides_day 11,effective_guide_direction_consistent_day 11,leave_one_effective_guide_out_direction_consistent_day 11,consistent_effective_guides_day 14,effective_guide_direction_consistent_day 14,leave_one_effective_guide_out_direction_consistent_day 14,effect_fdr_edge_time_day 7,effect_fdr_edge_time_day 9,effect_fdr_edge_time_day 11,effect_fdr_edge_time_day 14,interaction_fdr,effect_fdr_within_timepoint_day 7,strict_total_support_day 7,strict_direction_concordant_day 7,negligible_effect_supported_day 7,effect_fdr_within_timepoint_day 9,strict_total_support_day 9,strict_direction_concordant_day 9,negligible_effect_supported_day 9,effect_fdr_within_timepoint_day 11,strict_total_support_day 11,strict_direction_concordant_day 11,negligible_effect_supported_day 11,effect_fdr_within_timepoint_day 14,strict_total_support_day 14,strict_direction_concordant_day 14,negligible_effect_supported_day 14,effect_difference_fdr_edge_pair_day 7_vs_day 9,effect_difference_fdr_edge_pair_day 7_vs_day 11,effect_difference_fdr_edge_pair_day 7_vs_day 14,effect_difference_fdr_edge_pair_day 9_vs_day 11,effect_difference_fdr_edge_pair_day 9_vs_day 14,effect_difference_fdr_edge_pair_day 11_vs_day 14,strict_any_timepoint_support,strict_support_pattern,strict_temporal_support_class,state_unadjusted_direction_concordant_day7,state_unadjusted_direction_concordant_day9,state_unadjusted_direction_concordant_day11,state_unadjusted_direction_concordant_day14
KLF1,CDH1,CDH1,ENSG00000039068,0.0443972499757197,0.0443972499757197,False,0.08457408383425087,0.08457408383425087,0.029633694608313898,0.43,0.99,False,0.26,0.98,False,0.15069990816114853,0.15069990816114853,0.011112635478117711,0.95,1.0,True,0.015060561982524886,0.015060561982524886,0.6004115226337449,0.0,0.78,False,0.01,0.64,False,0.03178955960017581,0.03178955960017581,0.4294924554183813,0.0,0.85,False,-0.0029841282265763024,0.0029841282265763024,0.937037037037037,0.0,0.52,False,0.0,0.55,False,0.02171687393301915,0.02171687393301915,0.7176954732510288,0.0,0.65,False,0.04439724997571971,0.04439724997571971,0.17407407407407408,0.06,0.93,False,0.03,0.91,False,0.05897775534252934,0.05897775534252934,0.11069958847736626,0.12,0.99,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,0.15069990816114853,27656,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.3977195938135756,0.25130455148790165,3.0,66.0,-0.35990434039349434,0.10029641605972967,0.0006331927407390825,-0.10885136848406268,0.09200752789752653,0.24102544022154063,-0.14924470143167748,0.13940621228149308,0.2882604190951147,-0.10096017725331569,0.13126788321287242,0.44456842027831406,-0.25105297190943165,0.13610568049953128,0.06959199035640375,-0.21065963896181686,0.17173660965880025,0.22431460884389887,-0.25894416314017865,0.16519875374110643,0.12178716188042288,0.040393332947614796,0.16703136595408305,0.8096610740737672,-0.007891191230746997,0.1603017228634877,0.9608869740543609,-0.04828452417836179,0.19148198136080855,0.8016992837636071,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.024880750047865125,0.7161395699212942,0.7569946815289831,0.8486792033911281,0.7200639762827725,0.040283119125114966,True,True,False,0.9003702514484283,False,True,False,0.796196179669227,False,True,False,0.7272915420959954,False,True,False,0.5813689962659458,0.8101975634633577,0.68945341063545,0.9880863570968909,0.9982838727405401,0.9880863570968909,True,1000,localized_support_no_detected_heterogeneity,True,True,True,True
KLF1,VCL,VCL,ENSG00000035403,-0.042419475049404,0.042419475049404,False,-0.0836148086134933,0.0836148086134933,0.031417204006036495,0.33,1.0,False,0.26,0.96,False,-0.15156868307151267,0.15156868307151267,0.01083824941692962,0.89,1.0,True,-0.05049408161886948,0.05049408161886948,0.10246913580246914,0.15,0.99,False,0.14,0.96,False,-0.08866553134688243,0.08866553134688243,0.0561042524005487,0.34,1.0,False,-0.049587298238654653,0.049587298238654653,0.18998628257887518,0.19,0.91,False,0.11,0.87,False,-0.12502090491299392,0.12502090491299392,0.06748971193415639,0.3,1.0,False,-0.042419475049404035,0.042419475049404035,0.19204389574759945,0.1,0.91,False,0.09,0.85,False,-0.06045950302197158,0.06045950302197158,0.10205761316872428,0.16,0.95,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,-0.15156868307151267,18216,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,3.602289485401298,0.017877041069154442,3.0,66.0,0.1880237173369958,0.1106095888628309,0.09386091585245342,0.1504114337292684,0.10146837975716083,0.14300704606843254,0.11272926876443269,0.15374092546036325,0.4660074807302711,0.67779376543829,0.14476575697802713,1.460500789946026e-05,0.03761228360772739,0.1501010101196786,0.8029174142802074,0.07529444857256311,0.1893957584261418,0.6922441581949211,-0.4897700481012942,0.18218563483937394,0.009081695471593864,0.037682164964835715,0.18420668894465356,0.8385418619901941,-0.5273823317090216,0.17678505729830388,0.003995046478373549,-0.5650644966738573,0.21117148613113035,0.009390888162114058,3.0,True,True,3.0,True,True,2.0,False,False,3.0,True,True,0.5006955020940802,0.5749806395266512,0.859489431596009,0.0016260242128065757,0.2412497663473771,0.5387001520201095,False,True,False,0.7252350141954083,False,True,False,0.8541998559636355,False,True,False,0.0005273592041534841,True,True,False,0.9880863570968909,0.9781415459777569,0.24011788163324285,0.9899936503197948,0.1585361018348632,0.24376661505225472,True,0001,localized_support_no_detected_heterogeneity,True,True,True,True
KLF1,TKT,TKT,ENSG00000163931,-0.0317723030771548,0.0317723030771548,False,0.024160285758822165,0.024160285758822165,0.4918370146796543,0.03,0.72,False,0.0,0.71,False,0.01603301655062626,0.01603301655062626,0.7058581424063658,0.0,0.68,False,-0.005983943712575546,0.005983943712575546,0.8345679012345679,0.0,0.64,False,0.0,0.61,False,-0.07228015444231431,0.07228015444231431,0.1017832647462277,0.05,1.0,False,-0.04243805146129269,0.04243805146129269,0.2578875171467764,0.04,0.92,False,0.06,0.88,False,-0.16509748284975032,0.16509748284975032,0.02400548696844993,0.79,1.0,True,-0.03177230307715482,0.03177230307715482,0.3159122085048011,0.02,0.88,False,0.03,0.86,False,-0.039579137885477775,0.039579137885477775,0.2722908093278464,0.01,0.88,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 11,-0.16509748284975032,6573,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,3.2928679068653564,0.025859206294923505,3.0,66.0,-0.03962126234372128,0.06190811392955867,0.5243874475868607,-0.046769720676591776,0.056791785222564346,0.4131727899538058,0.07855851630646711,0.08604869457420349,0.364589600304764,-0.2766690357274869,0.08102529869457044,0.0010966136966582202,0.0071484583328704976,0.08401143635887369,0.9324481375293522,-0.11817977865018839,0.106004681067582,0.26895601150567555,0.23704777338376562,0.10196917965179272,0.02317400545479836,-0.1253282369830589,0.10310036230145085,0.2284697390677631,0.22989931505089511,0.09894647996422222,0.023244043852749245,0.355227552033954,0.11819254150101399,0.0037463316998088557,3.0,True,False,3.0,True,True,3.0,True,True,3.0,True,True,0.8868121898430962,0.8295163384253018,0.807978348622351,0.03653438070680842,0.2808772326017707,0.9086661867393593,False,False,False,0.9453972277138268,False,False,False,0.8319525381072855,False,True,False,0.014087268257070983,True,False,False,0.9982838727405401,0.8444776295454348,0.36750346257127803,0.8157305041684283,0.36750346257127803,0.1516696712407464,True,0001,localized_support_no_detected_heterogeneity,True,False,True,False
KLF1,PTBP3,PTBP3,ENSG00000119314,0.0273317560160064,0.0273317560160064,False,-0.027683379005923783,0.027683379005923783,0.43160927424886814,0.02,0.8200000000000001,False,0.06,0.87,False,-0.07095108296561145,0.07095108296561145,0.11935793661681987,0.07,0.99,False,-0.06777573537185771,0.06777573537185771,0.03401920438957476,0.27,1.0,False,0.32,0.96,False,-0.1205261546737583,0.1205261546737583,0.021810699588477367,0.78,1.0,True,0.005569301953546266,0.005569301953546266,0.8847736625514403,0.0,0.54,False,0.0,0.55,False,-0.07255630003855938,0.07255630003855938,0.24046639231824418,0.01,1.0,False,0.027331756016006424,0.027331756016006424,0.3849108367626886,0.01,0.87,False,0.01,0.79,False,0.052686754729545544,0.052686754729545544,0.15020576131687244,0.05,0.97,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 9,-0.1205261546737583,17032,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,10.723087548692256,7.882296154141954e-06,3.0,66.0,0.019412376160366576,0.04423845365815596,0.662230750056647,0.04212585557341339,0.040582414796080504,0.3030431322381654,0.0989234578332614,0.06148888967279921,0.11243303556475362,-0.31119926161884826,0.057899258981084445,1.0765787431741981e-06,-0.02271347941304681,0.06003310064244509,0.7063854060414014,-0.07951108167289482,0.0757490880160183,0.2977011279768217,0.3306116377792148,0.07286538940144012,2.47126893741734e-05,-0.05679760225984801,0.07367371270592248,0.4434969851868044,0.3533251171922616,0.0707054211587755,4.537436912228848e-06,0.41012271945210965,0.08445831956505151,7.690974253929455e-06,2.0,False,True,3.0,True,True,3.0,True,True,3.0,True,True,0.9376651810562664,0.7669397121200087,0.5319902826963446,0.00018558828398461017,0.0010396604888538578,0.9524932568200137,False,True,True,0.9068685138589497,False,True,True,0.6465368318662738,False,True,False,5.992955003669703e-05,True,False,False,0.9821873492975115,0.8578979442925232,0.006603230600779133,0.9200187463748499,0.0018186047144213222,0.0028023113463408415,True,0001,late_onset_support_detected,True,True,True,True
KLF1,METAP2,METAP2,ENSG00000111142,0.0231721586529608,0.0231721586529608,False,0.08276916419351188,0.08276916419351188,0.03347509946494718,0.45,1.0,False,0.15,0.96,False,0.14455302492175506,0.14455302492175506,0.013582110028810537,0.9,1.0,True,0.05862386294239765,0.05862386294239765,0.06255144032921811,0.23,0.98,False,0.26,0.98,False,0.08906919178426534,0.08906919178426534,0.05363511659807956,0.3,1.0,False,-0.006028567734906591,0.006028567734906591,0.8747599451303155,0.0,0.5800000000000001,False,0.0,0.64,False,-0.021235984439437472,0.021235984439437472,0.7229080932784636,0.0,0.77,False,0.02317215865296085,0.02317215865296085,0.457201646090535,0.0,0.87,False,0.02,0.76,False,0.04782603481204135,0.04782603481204135,0.18655692729766804,0.04,0.98,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,0.14455302492175506,22310,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.9111788959499965,0.13631617512233357,3.0,66.0,-0.12527351952845278,0.07133966771849037,0.08372510004635704,-0.09371749036682264,0.065443878512073,0.15685478643631023,-0.05303047041817831,0.09915800835926554,0.5945800576742817,-0.3363312767286739,0.0933693100752374,0.0006058656348311488,-0.03155602916163013,0.09681037870439087,0.7454880829021739,-0.07224304911027447,0.12215424189098305,0.5562670430266695,0.2110577572002211,0.1175039414407468,0.07704327780902795,-0.04068701994864434,0.11880745707437365,0.7330916021771476,0.24261378636185124,0.11402074065111482,0.03709275680701907,0.2833008063104956,0.13619889384903977,0.041407702626927466,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.4685098792122848,0.5972044467379166,0.9143700225068665,0.023983303352130808,0.5569370335273323,0.4905997090435658,False,True,False,0.7584316285098731,False,True,False,0.8777187047804155,False,True,False,0.008894906463015547,True,True,False,0.9850567405753945,0.9474705950534867,0.6010334415779586,0.9826139013631341,0.45187771818398914,0.4767499263681139,True,0001,localized_support_no_detected_heterogeneity,True,True,False,True
KLF1,AKAP13,AKAP13,ENSG00000170776,-0.0225848646088952,0.0225848646088952,False,-0.08053667584319342,0.08053667584319342,0.038002469474550694,0.33,0.99,False,0.32,1.0,False,-0.15444770056414095,0.15444770056414095,0.010289477294553437,0.94,1.0,True,-0.04485208425239532,0.04485208425239532,0.14170096021947873,0.09,0.99,False,0.05,0.94,False,-0.0941340873649589,0.0941340873649589,0.0458161865569273,0.32,1.0,False,-0.016872724527753045,0.016872724527753045,0.6539094650205761,0.0,0.75,False,0.0,0.6599999999999999,False,-0.10225274937626076,0.10225274937626076,0.12112482853223594,0.04,1.0,False,-0.022584864608895198,0.022584864608895198,0.4683127572016461,0.01,0.78,False,0.06,0.8200000000000001,False,-0.022203137396497707,0.022203137396497707,0.5323731138545953,0.0,0.75,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,-0.15444770056414095,26191,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,3.025643151295358,0.03562170326429134,3.0,66.0,0.154548525939704,0.08533167578062069,0.0746683532490478,0.1221288705084898,0.07827953229408056,0.12350385853206672,-0.02276375009395798,0.11860608958474099,0.8483884120332665,0.4443540315066413,0.11168204100192854,0.00017478399572325127,0.03241965543121419,0.11579801409225009,0.7803782083486539,0.17731227603366198,0.14611262566291996,0.2292517236591311,-0.2898055055669373,0.14055025141879124,0.04315510146680616,0.14489262060244779,0.142109428479477,0.3116483276982249,-0.32222516099815146,0.13638388269343424,0.021102133989387237,-0.46711778160059925,0.162911886518265,0.005551602716122248,3.0,True,True,3.0,True,True,2.0,False,False,3.0,True,True,0.4472703177564866,0.5440541327177986,0.9742384108480666,0.009729642428594322,0.32508278561060544,0.46615383149872835,False,True,False,0.7002391644619972,False,True,False,0.9598047219719297,False,False,False,0.0036486159107228704,True,True,False,0.9874199310427386,0.817110634438237,0.48194379956629413,0.8659178491608218,0.35686646847875125,0.18619936139094537,True,0001,localized_support_no_detected_heterogeneity,True,True,False,True
KLF1,HIPK2,HIPK2,ENSG00000064393,0.0196847605637561,0.0196847605637561,False,-0.06068751239869595,0.06068751239869595,0.09713266566058444,0.15,0.98,False,0.05,0.99,False,-0.1309641451768096,0.1309641451768096,0.0197557964055426,0.71,1.0,True,-0.0035709839371068546,0.0035709839371068546,0.902880658436214,0.0,0.61,False,0.0,0.6599999999999999,False,-0.053969691382611464,0.053969691382611464,0.2,0.01,1.0,False,0.0007774118149289026,0.0007774118149289026,0.9844993141289438,0.0,0.53,False,0.0,0.54,False,-0.019046642367456287,0.019046642367456287,0.7499314128943758,0.0,0.79,False,0.01968476056375611,0.01968476056375611,0.5304526748971193,0.01,0.71,False,0.0,0.73,False,0.01962288761095776,0.01962288761095776,0.5857338820301783,0.0,0.8,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,-0.1309641451768096,14363,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,3.113655572872859,0.03205111082221111,3.0,66.0,0.17455795254368436,0.12083873815365975,0.15331443071481926,0.11571056351763342,0.11085215213625971,0.30037331944671203,0.3525687627939258,0.16795885082119708,0.03963350378235413,0.6743980351254893,0.15815366082571697,6.531791249799513e-05,0.05884738902605094,0.16398231694853313,0.7208421289923505,-0.1780108102502414,0.2069110345238888,0.39272420617650033,-0.499840082581805,0.19903412036920878,0.014483364460278819,-0.23685819927629234,0.2012420810924434,0.24343018157568178,-0.5586874716078559,0.19313409866156822,0.005168284511368026,-0.3218292723315636,0.23070057650936432,0.16769027412208454,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.593427222657898,0.764378580534871,0.33604704136247365,0.004654118991857146,0.3148550298417209,0.6167622928582073,False,True,False,0.9068685138589497,False,True,False,0.5799590709531628,False,True,False,0.0015866314744967544,True,True,False,0.9821873492975115,0.9119579938348295,0.3039231662659555,0.826372544034298,0.1803986873569004,0.7513724076929177,True,0001,localized_support_no_detected_heterogeneity,True,True,True,False
KLF1,CAST,CAST,ENSG00000153113,-0.0187821484028734,0.0187821484028734,False,0.07910757159174132,0.07910757159174132,0.04033475099464947,0.36,1.0,False,0.36,1.0,False,0.1339680900671471,0.1339680900671471,0.017835093977225956,0.83,1.0,True,0.01561142916110389,0.01561142916110389,0.5888888888888889,0.0,0.77,False,0.01,0.77,False,0.04721630475685259,0.04721630475685259,0.25761316872427986,0.0,0.94,False,-0.025684686786255632,0.025684686786255632,0.4890260631001372,0.05,0.76,False,0.01,0.8200000000000001,False,-0.036790019489604635,0.036790019489604635,0.5385459533607682,0.0,0.84,False,-0.018782148402873438,0.018782148402873438,0.551440329218107,0.02,0.65,False,0.01,0.8200000000000001,False,-0.006291457959599163,0.006291457959599163,0.8600823045267489,0.0,0.55,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,0.1339680900671471,10210,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.2481044899084974,0.299465633982747,3.0,66.0,-0.1325647540370536,0.05455781459294275,0.017835127886426452,-0.10961390272174992,0.05004894337599116,0.03205311995276079,-0.06340867846093301,0.07583220399648863,0.40607597430099246,-0.250013655609738,0.07140523176890931,0.0008353481305635849,-0.022950851315303666,0.07403682776977331,0.7575434762036735,-0.06915607557612058,0.09341883266302885,0.461755625211037,0.11744890157268437,0.08986246300391268,0.19575327174163026,-0.04620522426081691,0.09085934126999946,0.6127733805658264,0.14039975288798803,0.08719864595866623,0.11214591792322653,0.18660497714880495,0.10415963847353121,0.07779300345485954,3.0,True,True,3.0,True,True,2.0,False,True,3.0,True,True,0.2200641782028152,0.3028717298028037,0.8271695710349283,0.03093379126273095,0.7417497380146161,0.2377663995141823,False,True,False,0.4364352319716255,False,True,False,0.8404297581517728,False,True,False,0.011605695111251193,True,True,False,0.9854533011065566,0.9227055813234613,0.7781840284125154,0.9629467591875446,0.6767168565903068,0.6016558026243264,True,0001,localized_support_no_detected_heterogeneity,True,True,False,False
KLF1,PAQR9,PAQR9,ENSG00000188582,0.0181250807250502,0.0181250807250502,False,0.030159827669963484,0.030159827669963484,0.39415557689669367,0.0,0.88,False,0.0,0.89,False,0.04841671994082518,0.04841671994082518,0.2638221978323501,0.0,0.97,False,0.05657550419380693,0.05657550419380693,0.06954732510288066,0.16,0.98,False,0.17,0.99,False,0.12237817445642492,0.12237817445642492,0.0205761316872428,0.81,1.0,True,0.04632974803544919,0.04632974803544919,0.21742112482853224,0.04,0.95,False,0.03,0.94,False,0.13874115958940922,0.13874115958940922,0.04567901234567901,0.35,1.0,False,0.018125080725050334,0.018125080725050334,0.5643347050754458,0.0,0.72,False,0.0,0.91,False,0.028501549661933172,0.028501549661933172,0.4253772290809328,0.0,0.94,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 9,0.12237817445642492,7270,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,2.510690382111973,0.06621082791040339,3.0,66.0,0.703393766526496,0.17624193842120547,0.00016763009387760805,0.2825033726612694,0.1616766152077291,0.08523042684882305,-0.02563098623890636,0.2449660919670017,0.916986135961457,0.11730395910867597,0.2306653328081782,0.6127661603710046,0.4208903938652266,0.2391663621069903,0.08307163217492636,0.7290247527654024,0.30177741312439127,0.018477626513092666,0.58608980741782,0.290289022558504,0.04755391590108135,0.30813435890017576,0.29350930840198847,0.2976261100727808,0.16519941355259343,0.28168390735811594,0.5595597031647824,-0.14293494534758233,0.3364741921352857,0.6723626545406945,3.0,True,True,3.0,True,True,2.0,False,True,1.0,False,True,0.009429633912441447,0.47543987586650355,0.9875574176512568,0.9201390134099728,0.4095262318902729,0.018662817118373694,True,False,False,0.6487876781381918,False,False,False,0.9775845932888606,False,True,False,0.8471505840374327,False,False,False,0.6143810212903772,0.3366287593839791,0.4963562608353926,0.8578979442925232,0.9486951312539967,0.9741559490522318,True,1000,localized_support_no_detected_heterogeneity,False,False,True,False
KLF1,FNDC3B,FNDC3B,ENSG00000075420,-0.0141345272505449,0.0141345272505449,False,-0.029568649484330065,0.029568649484330065,0.40183838660996024,0.01,0.83,False,0.04,0.8200000000000001,False,-0.10544666324848402,0.10544666324848402,0.03978597887227329,0.37,1.0,False,-0.06958938367543693,0.06958938367543693,0.03113854595336077,0.43,1.0,False,0.26,0.97,False,-0.14141303635948835,0.14141303635948835,0.011385459533607681,0.96,1.0,True,-0.049585733473645845,0.049585733473645845,0.19012345679012346,0.11,0.94,False,0.09,0.9,False,-0.18042715613416732,0.18042715613416732,0.017558299039780522,0.84,1.0,True,-0.01413452725054495,0.01413452725054495,0.6515775034293553,0.01,0.6599999999999999,False,0.0,0.6699999999999999,False,-0.016876243744973204,0.016876243744973204,0.638957475994513,0.01,0.71,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 11,-0.18042715613416732,7527,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,4.032911288999471,0.010734110295360965,3.0,66.0,0.1404199684659666,0.08928515704113427,0.12056715928777322,0.19894922883127067,0.08190628239801674,0.017871978544165754,0.060956028857103925,0.12410119967447579,0.6249285301721608,0.5824249831700963,0.11685635466913191,4.765044116079264e-06,-0.05852926036530407,0.12116302391457409,0.6306502607269919,0.07946393960886268,0.15288213443206544,0.6049610771908633,-0.4420050147041297,0.1470620511703069,0.003745582815762278,0.13799319997416676,0.14869346608680475,0.35676940786357453,-0.3834757543388256,0.14270265142183447,0.009107805490615994,-0.5214689543129923,0.17045971778459,0.0032056700129158237,3.0,True,True,3.0,True,True,2.0,False,False,3.0,True,True,0.5378738720574415,0.2200641782028152,0.9253926891871176,0.0005921952501471532,0.18995126764856107,0.5794162762894425,False,True,False,0.32496460272527944,False,True,False,0.8844044776740199,False,True,False,0.0001929120890630878,True,True,False,0.9668196144497649,0.9599331066394635,0.1516696712407464,0.8957439914253037,0.24011788163324285,0.14436320687378226,True,0001,localized_support_no_detected_heterogeneity,True,True,True,True
KLF1,BCL11A,BCL11A,ENSG00000119866,0.0097779124812794,0.0097779124812794,False,0.07607825813337171,0.07607825813337171,0.04595966524900535,0.24,1.0,False,0.33,0.99,False,0.14363796458681044,0.14363796458681044,0.014268075181780766,0.95,1.0,True,0.06563421488240093,0.06563421488240093,0.0401920438957476,0.28,1.0,False,0.31,0.99,False,0.12950079132058348,0.12950079132058348,0.01577503429355281,0.91,1.0,True,0.025738040694737004,0.025738040694737004,0.4883401920438957,0.0,0.79,False,0.01,0.84,False,0.14242805604513123,0.14242805604513123,0.041700960219478736,0.47,1.0,False,0.009777912481279407,0.009777912481279407,0.7561042524005487,0.0,0.68,False,0.0,0.63,False,0.03980751655810939,0.03980751655810939,0.2691358024691358,0.02,0.91,False,0000,0000,never_selected,False,False,False,False,True,True,True,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 7,0.14363796458681044,4042,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.4353505008432745,0.24039730274057525,3.0,66.0,-0.39774679785905537,0.10716147591459886,0.0004250115541432581,-0.15064708769780694,0.09830523235128197,0.1301930512178604,-0.16253540072269992,0.14894824806952273,0.27914350592709236,-0.08602435236998346,0.1402528690247451,0.5417518114372464,-0.24709971016124843,0.14542180245009567,0.09399213235464503,-0.23521139713635544,0.18349158706375407,0.20437489067046785,-0.3117224454890719,0.17650622988967687,0.08200859032217381,0.011888313024892988,0.17846428020928892,0.9470899663328514,-0.06462273532782348,0.17127400846979618,0.7071566570484048,-0.07651104835271647,0.20458848421319414,0.7096213998403796,3.0,True,True,3.0,True,True,3.0,True,True,2.0,False,False,0.018827236215247473,0.554545816622156,0.752147327672387,0.892833409120203,0.7051575041061867,0.02988502296502068,True,True,False,0.7028384197242142,False,True,False,0.796196179669227,False,True,False,0.8105043897874146,False,True,False,0.6460323545802047,0.7922239850714818,0.6106104614897421,0.9982838727405401,0.9821873492975115,0.9821873492975115,True,1000,localized_support_no_detected_heterogeneity,True,True,True,True
