TF,target,target_symbol,target_gene_id,signed_association_day14_frozen,absolute_association_day14_frozen,frozen_day14_E0,signed_association_day7,absolute_association_day7,rank_fraction_day7,bootstrap_top5_frequency_day7,bootstrap_sign_consistency_day7,E0_timepoint_day7,power_matched_bootstrap_top5_frequency_day7,power_matched_bootstrap_sign_consistency_day7,E0_timepoint_power_matched_day7,state_unadjusted_signed_association_day7,state_unadjusted_absolute_association_day7,state_unadjusted_rank_fraction_day7,state_unadjusted_bootstrap_top5_frequency_day7,state_unadjusted_bootstrap_sign_consistency_day7,state_unadjusted_E0_timepoint_day7,signed_association_day9,absolute_association_day9,rank_fraction_day9,bootstrap_top5_frequency_day9,bootstrap_sign_consistency_day9,E0_timepoint_day9,power_matched_bootstrap_top5_frequency_day9,power_matched_bootstrap_sign_consistency_day9,E0_timepoint_power_matched_day9,state_unadjusted_signed_association_day9,state_unadjusted_absolute_association_day9,state_unadjusted_rank_fraction_day9,state_unadjusted_bootstrap_top5_frequency_day9,state_unadjusted_bootstrap_sign_consistency_day9,state_unadjusted_E0_timepoint_day9,signed_association_day11,absolute_association_day11,rank_fraction_day11,bootstrap_top5_frequency_day11,bootstrap_sign_consistency_day11,E0_timepoint_day11,power_matched_bootstrap_top5_frequency_day11,power_matched_bootstrap_sign_consistency_day11,E0_timepoint_power_matched_day11,state_unadjusted_signed_association_day11,state_unadjusted_absolute_association_day11,state_unadjusted_rank_fraction_day11,state_unadjusted_bootstrap_top5_frequency_day11,state_unadjusted_bootstrap_sign_consistency_day11,state_unadjusted_E0_timepoint_day11,signed_association_day14,absolute_association_day14,rank_fraction_day14,bootstrap_top5_frequency_day14,bootstrap_sign_consistency_day14,E0_timepoint_day14,power_matched_bootstrap_top5_frequency_day14,power_matched_bootstrap_sign_consistency_day14,E0_timepoint_power_matched_day14,state_unadjusted_signed_association_day14,state_unadjusted_absolute_association_day14,state_unadjusted_rank_fraction_day14,state_unadjusted_bootstrap_top5_frequency_day14,state_unadjusted_bootstrap_sign_consistency_day14,state_unadjusted_E0_timepoint_day14,discovery_pattern,power_matched_discovery_pattern,discovery_class,any_preterminal_E0,preterminal_E0_omitted_by_day14,power_matched_preterminal_E0,power_robust_preterminal_omission,state_unadjusted_preterminal_E0,state_unadjusted_preterminal_omission,state_unadjusted_only_preterminal_omission,effective_guides_used,effective_guide_names,E1_supported,E1_direction_concordant,discovery_anchor_timepoint,signed_association,feature_index,effective_guides_used_time_resolved,effective_guide_names_time_resolved,strict_time_resolved_testable,strict_time_resolved_unresolved_reason,interaction_f_stat,interaction_p_value,model_df_numerator,model_df_denominator,effect_day 7,effect_se_day 7,effect_p_value_day 7,effect_day 9,effect_se_day 9,effect_p_value_day 9,effect_day 11,effect_se_day 11,effect_p_value_day 11,effect_day 14,effect_se_day 14,effect_p_value_day 14,effect_difference_day 7_vs_day 9,effect_difference_se_day 7_vs_day 9,effect_difference_p_value_day 7_vs_day 9,effect_difference_day 7_vs_day 11,effect_difference_se_day 7_vs_day 11,effect_difference_p_value_day 7_vs_day 11,effect_difference_day 7_vs_day 14,effect_difference_se_day 7_vs_day 14,effect_difference_p_value_day 7_vs_day 14,effect_difference_day 9_vs_day 11,effect_difference_se_day 9_vs_day 11,effect_difference_p_value_day 9_vs_day 11,effect_difference_day 9_vs_day 14,effect_difference_se_day 9_vs_day 14,effect_difference_p_value_day 9_vs_day 14,effect_difference_day 11_vs_day 14,effect_difference_se_day 11_vs_day 14,effect_difference_p_value_day 11_vs_day 14,consistent_effective_guides_day 7,effective_guide_direction_consistent_day 7,leave_one_effective_guide_out_direction_consistent_day 7,consistent_effective_guides_day 9,effective_guide_direction_consistent_day 9,leave_one_effective_guide_out_direction_consistent_day 9,consistent_effective_guides_day 11,effective_guide_direction_consistent_day 11,leave_one_effective_guide_out_direction_consistent_day 11,consistent_effective_guides_day 14,effective_guide_direction_consistent_day 14,leave_one_effective_guide_out_direction_consistent_day 14,effect_fdr_edge_time_day 7,effect_fdr_edge_time_day 9,effect_fdr_edge_time_day 11,effect_fdr_edge_time_day 14,interaction_fdr,effect_fdr_within_timepoint_day 7,strict_total_support_day 7,strict_direction_concordant_day 7,negligible_effect_supported_day 7,effect_fdr_within_timepoint_day 9,strict_total_support_day 9,strict_direction_concordant_day 9,negligible_effect_supported_day 9,effect_fdr_within_timepoint_day 11,strict_total_support_day 11,strict_direction_concordant_day 11,negligible_effect_supported_day 11,effect_fdr_within_timepoint_day 14,strict_total_support_day 14,strict_direction_concordant_day 14,negligible_effect_supported_day 14,effect_difference_fdr_edge_pair_day 7_vs_day 9,effect_difference_fdr_edge_pair_day 7_vs_day 11,effect_difference_fdr_edge_pair_day 7_vs_day 14,effect_difference_fdr_edge_pair_day 9_vs_day 11,effect_difference_fdr_edge_pair_day 9_vs_day 14,effect_difference_fdr_edge_pair_day 11_vs_day 14,strict_any_timepoint_support,strict_support_pattern,strict_temporal_support_class,observational_direction_concordant_day7,observational_direction_concordant_day9,observational_direction_concordant_day11,observational_direction_concordant_day14
KLF1,KLF3,KLF3,ENSG00000109787,0.0799507495304627,0.0799507495304627,False,0.04642204283643688,0.04642204283643688,0.1919330498010701,0.07,0.97,False,0.03,0.92,False,0.06609030968204076,0.06609030968204076,0.13815338180820413,0.05,1.0,False,0.03459189853574635,0.03459189853574635,0.24842249657064472,0.02,0.94,False,0.05,0.86,False,0.08292321638930902,0.08292321638930902,0.06707818930041153,0.23,1.0,False,0.13207556543091017,0.13207556543091017,0.003017832647462277,0.87,1.0,True,0.89,1.0,True,0.2197758991854347,0.2197758991854347,0.0075445816186556925,0.99,1.0,True,0.07995074953046272,0.07995074953046272,0.028257887517146776,0.38,1.0,False,0.44,0.99,False,0.08314155952286176,0.08314155952286176,0.03251028806584362,0.35,0.99,False,0010,0010,day11_only_preterminal_discovery,True,True,True,True,True,True,False,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 11,0.13207556543091017,8195,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.8402561941046316,0.14842358769997557,3.0,66.0,-0.2876626304916075,0.0640098425729718,2.8878773997313873e-05,-0.09007626918844142,0.058719818789354054,0.12980939686035012,-0.1867662311763696,0.08896997572194919,0.03962735632667954,-0.12753774827728237,0.08377603975738573,0.13269470435584696,-0.1975863613031661,0.08686355429563772,0.02618157117344295,-0.10089639931523793,0.10960345125123053,0.3606335205217476,-0.16012488221432514,0.10543094794057253,0.13359761181075497,0.09668996198792816,0.10660053329425137,0.3676903256756155,0.037461479088840954,0.10230563012897015,0.7154077433771218,-0.059228482899087206,0.12220507934368073,0.6295189024397391,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.0028589986257340732,0.5711613461855406,0.33574713756577185,0.5765109860812305,0.5948961612266228,0.009529995419113578,True,True,False,0.7090349548957712,False,True,False,0.5698226078320594,False,True,False,0.4069489313514568,False,True,False,0.4055595203007248,0.8989354225342763,0.7142802559519115,0.9023258712105511,0.9802248253613225,0.9617649898384902,True,1000,localized_support_no_detected_heterogeneity,True,True,True,True
KLF1,HES6,HES6,ENSG00000144485,0.048803589194279,0.048803589194279,False,0.07890362895997285,0.07890362895997285,0.04088352311702566,0.22,1.0,False,0.25,1.0,False,0.1433685232114424,0.1433685232114424,0.014405268212374811,0.91,1.0,True,0.08530852117938384,0.08530852117938384,0.013443072702331962,0.75,1.0,True,0.36,1.0,False,0.13953102610999152,0.13953102610999152,0.011796982167352537,0.95,1.0,True,0.06356753235554163,0.06356753235554163,0.0924554183813443,0.12,0.99,False,0.14,0.96,False,0.12581142532648615,0.12581142532648615,0.06502057613168724,0.25,1.0,False,0.04880358919427913,0.04880358919427913,0.1373113854595336,0.05,0.96,False,0.08,0.93,False,0.07539689203230332,0.07539689203230332,0.048285322359396435,0.3,1.0,False,0100,0000,early_only_discovery,True,True,False,False,True,True,False,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 9,0.08530852117938384,5861,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,1.400006426542989,0.25062852554558,3.0,66.0,-0.35836404207482114,0.10051158959784316,0.000681541758916398,-0.1479812584060664,0.09220491865273556,0.11328685286460334,-0.1473761587895063,0.13970529104332788,0.2953140887010499,-0.051973035325757866,0.13154950219769002,0.6940552904634814,-0.21038278366875474,0.13639767837922612,0.1277525098858318,-0.21098788328531484,0.1721050492838203,0.22458320683827107,-0.3063910067490633,0.16555316720602273,0.06868705403412194,-0.0006050996165601064,0.1673897110615181,0.9971266255389399,-0.09600822308030854,0.16064563035519394,0.552125421551538,-0.09540312346374843,0.19189278223518727,0.6207221608209763,3.0,True,True,2.0,False,True,3.0,True,True,2.0,False,False,0.02726167035665592,0.5409382969766638,0.7738261367685446,0.9512446877626971,0.7362677753416149,0.037484796740401886,True,True,False,0.6720509281233823,False,True,False,0.8272593471515461,False,True,False,0.9065057128033692,False,True,False,0.7074694501874951,0.8119441561894888,0.5736282797079598,0.9995017924813784,0.9466294138238339,0.9609505304627938,True,1000,localized_support_no_detected_heterogeneity,True,True,True,True
KLF1,RUVBL1,RUVBL1,ENSG00000175792,-0.0478889398351349,0.0478889398351349,False,0.041056598596100946,0.041056598596100946,0.24845657840581697,0.09,0.95,False,0.11,0.91,False,0.05751912933239428,0.05751912933239428,0.19152147070928796,0.01,0.98,False,-0.041487916327675296,0.041487916327675296,0.17160493827160495,0.1,0.95,False,0.12,0.9,False,-0.059770293178134475,0.059770293178134475,0.1628257887517147,0.02,0.99,False,-0.12871891931217075,0.12871891931217075,0.0035665294924554186,0.86,1.0,True,0.8,1.0,True,-0.18169797179314814,0.18169797179314814,0.017146776406035666,0.87,1.0,True,-0.04788893983513494,0.04788893983513494,0.14362139917695474,0.09,0.91,False,0.15,0.98,False,-0.04265367259498719,0.04265367259498719,0.23772290809327845,0.05,0.9,False,0010,0010,day11_only_preterminal_discovery,True,True,True,True,True,True,False,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 11,-0.12871891931217075,7100,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,5.7425441212822586,0.0014907171015152243,3.0,66.0,-0.04025893509329939,0.08677681380082096,0.6442197821196158,-0.027690439846794073,0.07960523845520767,0.7290620893880314,0.07093656996264261,0.12061474777547951,0.5584554480110252,-0.523846812027136,0.11357343668997742,1.882560439773448e-05,-0.012568495246505319,0.11775911600777582,0.9153265070887793,-0.111195505055942,0.1485871218994597,0.45690626135905144,0.4835878769338366,0.1429305458430586,0.0012083179153964958,-0.09862700980943669,0.1445161284094374,0.4973341796262545,0.4961563721803419,0.13869361741292482,0.0006559953766155204,0.5947833819897785,0.1656708873113042,0.0006296649216977048,3.0,True,False,3.0,True,True,2.0,False,True,3.0,True,True,0.9413691281157486,0.9512446877626971,0.9125904780432209,0.0022590725277281377,0.05136831900873203,0.9496082260186736,False,False,False,0.9888208610891526,False,False,False,0.8797903037330299,False,True,False,0.0007765561814065473,True,False,False,0.9956124248502745,0.9237655522371564,0.08544533830303791,0.9367045267235659,0.060539121402890125,0.06032596185297365,True,0001,localized_support_no_detected_heterogeneity,True,False,True,False
KLF1,GNL2,GNL2,ENSG00000134697,-0.0408874423884815,0.0408874423884815,False,-0.0021744664656835944,0.0021744664656835944,0.9488269995884209,0.0,0.53,False,0.0,0.63,False,0.006970808325994346,0.006970808325994346,0.8665111812319934,0.0,0.64,False,-0.10187377784583333,0.10187377784583333,0.0069958847736625515,0.94,1.0,True,0.53,1.0,False,-0.10690387862787312,0.10690387862787312,0.032784636488340194,0.58,1.0,False,-0.012412979801061822,0.012412979801061822,0.7414266117969822,0.0,0.5800000000000001,False,0.0,0.5800000000000001,False,-0.06280397636578465,0.06280397636578465,0.30068587105624145,0.01,0.99,False,-0.040887442388481576,0.040887442388481576,0.20809327846364883,0.01,0.95,False,0.02,0.85,False,-0.0325052165756837,0.0325052165756837,0.3633744855967078,0.02,0.91,False,0100,0000,early_only_discovery,True,True,False,False,False,False,False,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 9,-0.10187377784583333,816,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,4.233392624455474,0.008478734406701332,3.0,66.0,-0.06655561524781053,0.13974163466433673,0.6354505648275471,-0.053375242529681954,0.12819283933503675,0.67849255549116,0.11278954026700164,0.19423278270459757,0.5634252719283008,-0.7267700011747903,0.18289375931608423,0.00017777722771766875,-0.013180372718128582,0.1896341965876394,0.9447984511378417,-0.17934515551481217,0.23927828638602458,0.45620394317367347,0.6602143859269798,0.2301691805073623,0.005534745704480964,-0.1661647827966836,0.23272253422036707,0.4777423512707066,0.6733947586451083,0.2233462138778006,0.003644589744685952,0.839559541441792,0.26678924467440807,0.002476237547746323,3.0,True,True,1.0,False,True,3.0,True,True,3.0,True,True,0.9413691281157486,0.9477250529738995,0.91479565785516,0.010202866982057511,0.174873897138215,0.9496082260186736,False,False,False,0.9888208610891526,False,False,False,0.8797903037330299,False,True,False,0.004512806549756207,True,False,False,0.9985290805278076,0.9235203896578359,0.2099521592304735,0.9322077718562948,0.16782064405763222,0.13132902708583177,True,0001,localized_support_no_detected_heterogeneity,False,False,True,False
KLF1,JUN,JUN,ENSG00000177606,-0.0368594925042564,0.0368594925042564,False,-0.03757696432614623,0.03757696432614623,0.2889285224310605,0.05,0.83,False,0.03,0.72,False,-0.049715349087423394,0.049715349087423394,0.2517492111400741,0.03,0.96,False,-0.09608527846076113,0.09608527846076113,0.008641975308641974,0.76,1.0,True,0.55,0.97,False,-0.09491637008613128,0.09491637008613128,0.044993141289437585,0.38,1.0,False,-0.0405251711538428,0.0405251711538428,0.2777777777777778,0.0,0.92,False,0.0,0.92,False,-0.047167127039041634,0.047167127039041634,0.43223593964334706,0.0,0.97,False,-0.03685949250425636,0.03685949250425636,0.247599451303155,0.05,0.9299999999999999,False,0.01,0.88,False,-0.030778372085108308,0.030778372085108308,0.3914951989026063,0.01,0.88,False,0100,0000,early_only_discovery,True,True,False,False,False,False,False,3,KLF1_347;KLF1_395;KLF1_636,False,False,day 9,-0.09608527846076113,1182,3,KLF1_347;KLF1_395;KLF1_636,True,not_applicable,3.4386287585838953,0.0217262109541916,3.0,66.0,1.1423388616259114,0.3025753836558257,0.0003448487397769264,0.4666596313933321,0.27756937033761064,0.09744385595768079,0.04630990906324706,0.42056226754860526,0.9126528928066434,-0.3575709053392362,0.396010462638759,0.3698451798975322,0.6756792302325793,0.41060518523770195,0.10460708349482759,1.0960289525626643,0.5180969828903609,0.03816626488108472,1.4999097669651476,0.4983735038240237,0.0037021135255231844,0.42034972233008505,0.5039021494647965,0.40718354596962975,0.8242305367325683,0.4836000846453414,0.09301697403335228,0.40388081440248325,0.5776650477612338,0.48690818471332886,3.0,True,True,2.0,False,True,2.0,False,False,2.0,False,True,0.016453024211043717,0.5145035594565546,0.9870175863696992,0.8140085036165187,0.26554257832900846,0.02395614716587193,True,True,False,0.6579318873150363,False,True,False,0.97618700363013,False,True,False,0.6859622221487517,False,False,False,0.6648986741957913,0.46613588793977523,0.16786682703517342,0.9188421050326049,0.6433760954238695,0.934838355121744,True,1000,localized_support_no_detected_heterogeneity,True,True,True,False
NFE2,RHCE,RHCE,ENSG00000188672,0.211384766030027,0.211384766030027,True,0.058410108452127525,0.058410108452127525,0.09740705172177254,0.14,0.98,False,0.04,0.96,False,0.06367938786155626,0.06367938786155626,0.0691452874193991,0.18,1.0,False,0.07268028291869018,0.07268028291869018,0.021810699588477367,0.47,1.0,False,0.28,0.99,False,0.11722836743939345,0.11722836743939345,0.007407407407407408,0.96,1.0,True,0.11375869563194187,0.11375869563194187,0.02194787379972565,0.52,1.0,False,0.55,1.0,False,0.21276434480733328,0.21276434480733328,0.0069958847736625515,0.99,1.0,True,0.21138476603002693,0.21138476603002693,0.0023319615912208505,1.0,1.0,True,1.0,1.0,True,0.21341237618330067,0.21341237618330067,0.0023319615912208505,1.0,1.0,True,0001,0001,day14_only_discovery,False,False,False,False,True,False,False,3,NFE2_288;NFE2_533;NFE2_682,False,False,day 14,0.211384766030027,566,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,1.2767909324950932,0.2896086072309148,3.0,66.0,0.28664377266029034,0.09383064773157526,0.0032460021269497042,0.3620216140801984,0.08425903917807566,5.830358886566482e-05,0.1030857543707975,0.12473303760934895,0.4115260552561547,0.1635832903246341,0.11514782881256082,0.16012951267709882,-0.07537784141990805,0.12611017459721258,0.5520760724928527,0.18355801828949284,0.1560849804593069,0.24381412451386433,0.12306048233565625,0.1485369076491556,0.4103823817014261,0.2589358597094009,0.15052546746138262,0.09007970793500435,0.1984383237555643,0.1426835945841683,0.16897038482794863,-0.060497535953836584,0.16975674699846857,0.7226944122981259,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.07517057557146684,0.004996662349373915,0.8393624357996894,0.6257078430697539,0.7475538292413032,0.08239851553026172,False,False,False,0.006662216465831887,True,False,False,0.8723316954244743,False,False,False,0.4529377644295081,False,False,False,0.9466294138238339,0.826360810932553,0.9188421050326049,0.6369922203975307,0.7535165809895006,0.9802248253613225,True,0100,localized_support_no_detected_heterogeneity,False,False,False,False
NFE2,AC079804.3,AC079804.3,ENSG00000287860,0.1962997010649382,0.1962997010649382,True,0.03469678205930245,0.03469678205930245,0.3195225682535327,0.01,0.88,False,0.02,0.81,False,0.038894946384328326,0.038894946384328326,0.2640965838935382,0.03,0.96,False,0.05243662547404319,0.05243662547404319,0.08367626886145405,0.16,0.99,False,0.17,1.0,False,0.08864400261496837,0.08864400261496837,0.023593964334705075,0.56,1.0,False,0.17968994522617243,0.17968994522617243,0.0012345679012345679,0.99,1.0,True,1.0,1.0,True,0.24219320684153736,0.24219320684153736,0.0016460905349794238,1.0,1.0,True,0.19629970106493816,0.19629970106493816,0.0027434842249657062,1.0,1.0,True,1.0,1.0,True,0.19839426153617162,0.19839426153617162,0.002606310013717421,1.0,1.0,True,0011,0011,cross_time_discovery,True,False,True,False,True,False,False,3,NFE2_288;NFE2_533;NFE2_682,False,False,day 14,0.1962997010649382,13141,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,0.44846284454849483,0.7192156652456765,3.0,66.0,-0.4014425427815335,0.11564484907129435,0.0009181887992205935,-0.22265311493684925,0.10384798681680431,0.03571849530875919,-0.3179548698938891,0.15373157552746092,0.04253921698136735,-0.3243304185425403,0.1419179511795562,0.025513037816775573,-0.17878942784468427,0.15542887596140423,0.2541722614254441,-0.08348767288764444,0.1923723691980682,0.665711160993012,-0.0771121242389932,0.18306948403195258,0.6749646678853498,0.09530175495703982,0.18552035381612067,0.6091775076313554,0.10167730360569106,0.17585536452694883,0.5651054886227412,0.006375548648651239,0.20922261393348068,0.975782138931898,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.0349618042780149,0.3178544751071604,0.3452826663099047,0.2642240821892101,0.9553612960988054,0.04398611554180854,True,True,False,0.418185014772039,False,True,False,0.5698226078320594,False,True,False,0.15616948067664735,False,True,False,0.83036954855068,0.970395265781241,0.9707596013717088,0.9600728032184269,0.9477221257013027,0.9985290805278076,True,1000,localized_support_no_detected_heterogeneity,True,True,True,True
NFE2,SGMS1,SGMS1,ENSG00000198964,0.1748298017244999,0.1748298017244999,True,0.008023306965821767,0.008023306965821767,0.8147894086980382,0.0,0.59,False,0.01,0.52,False,0.017057041193189616,0.017057041193189616,0.6201124982850871,0.0,0.76,False,0.06153105911404525,0.06153105911404525,0.04348422496570645,0.34,1.0,False,0.24,0.98,False,0.08507626705285694,0.08507626705285694,0.028395061728395062,0.45,1.0,False,0.11240982803399557,0.11240982803399557,0.02345679012345679,0.59,1.0,False,0.56,1.0,False,0.17951949838006645,0.17951949838006645,0.018381344307270234,0.89,1.0,True,0.1748298017244999,0.1748298017244999,0.0049382716049382715,1.0,1.0,True,0.98,1.0,True,0.17574986179241617,0.17574986179241617,0.004526748971193415,0.99,1.0,True,0001,0001,day14_only_discovery,False,False,False,False,True,False,False,3,NFE2_288;NFE2_533;NFE2_682,True,True,day 14,0.1748298017244999,18017,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,3.442994661259223,0.021613323136718862,3.0,66.0,-0.09729308533284045,0.04243800841148166,0.025066794154861377,-0.1153076117309989,0.038108932420587334,0.0035332863213993404,-0.20449403272270938,0.0564146345274978,0.0005632414666311227,-0.2892202011328585,0.05207940737754158,5.385952381966267e-07,0.01801452639815845,0.05703749019872698,0.7531231612519795,0.10720094738986893,0.07059458581792327,0.13365344744595936,0.1919271158000181,0.06718072067735593,0.005716132003372432,0.08918642099171048,0.06808011250804483,0.19472984518825143,0.17391258940185964,0.06453336658685044,0.008920983614013358,0.08472616841014916,0.07677809363136778,0.2738086967303463,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.2625841928988311,0.08087753660544154,0.02398318503074458,0.00011225458648729693,0.26554257832900846,0.2564933224449923,False,True,False,0.11283720832855958,False,True,False,0.05576090519648115,False,True,False,4.101609890882003e-05,True,True,False,0.9816150484147943,0.7142802559519115,0.21009249738352986,0.7784560817051047,0.25975805229038895,0.8457741334260307,True,0001,localized_support_no_detected_heterogeneity,True,True,True,True
NFE2,ACSL6,ACSL6,ENSG00000164398,0.1575918467570387,0.1575918467570387,True,-0.01629224824265173,0.01629224824265173,0.6417889971189463,0.0,0.6599999999999999,False,0.0,0.63,False,-0.009778605800168445,0.009778605800168445,0.7777472904376458,0.0,0.53,False,0.02839854650195594,0.02839854650195594,0.3307270233196159,0.03,0.85,False,0.03,0.87,False,0.051105135781642844,0.051105135781642844,0.15198902606310014,0.05,0.98,False,0.10780151450356347,0.10780151450356347,0.0289437585733882,0.39,1.0,False,0.49,1.0,False,0.151746273993436,0.151746273993436,0.038820301783264746,0.43,1.0,False,0.15759184675703877,0.15759184675703877,0.007681755829903978,0.98,1.0,True,0.98,1.0,True,0.15738139091959313,0.15738139091959313,0.007681755829903978,0.94,1.0,True,0001,0001,day14_only_discovery,False,False,False,False,False,False,False,3,NFE2_288;NFE2_533;NFE2_682,False,False,day 14,0.1575918467570387,10437,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,2.0725384419399036,0.11227740829465226,3.0,66.0,0.35959171301048165,0.2319772843915784,0.1258959103127576,0.8838993978818039,0.20831341961839672,7.03211925465e-05,0.4629110098234868,0.3083771884566485,0.1380938835938926,0.055085631696940196,0.2846796998347414,0.8471613834757951,-0.5243076848713223,0.31178188091484943,0.09736333096642463,-0.10331929681300517,0.38588852125208195,0.7897314321362098,0.30450608131354145,0.3672274390234064,0.40997852867641976,0.4209883880583171,0.37214375065764255,0.26204284355966667,0.8288137661848638,0.3527563072307974,0.021798054917038377,0.4078253781265466,0.4196891967378071,0.33473185909997344,3.0,True,True,3.0,True,True,3.0,True,True,2.0,False,True,0.562060659344442,0.005569438449682801,0.5844927490488853,0.9759823844336128,0.5198008615235654,0.5372282379725433,False,False,False,0.006961798062103501,True,False,False,0.761464164733131,False,False,False,0.9502386263777,False,False,False,0.647393613033496,0.9854786351936684,0.9188421050326049,0.8367133318086122,0.371329692295337,0.8835252562708856,True,0100,localized_support_no_detected_heterogeneity,True,False,False,False
NFE2,ACKR1,ACKR1,ENSG00000213088,0.1543335717316595,0.1543335717316595,True,0.00343274718620793,0.00343274718620793,0.9244066401426807,0.0,0.5,False,0.0,0.55,False,0.00506004568898897,0.00506004568898897,0.8821511867197146,0.0,0.57,False,0.02002979388571873,0.02002979388571873,0.48669410150891634,0.0,0.89,False,0.02,0.72,False,0.030683789103095344,0.030683789103095344,0.3750342935528121,0.01,0.93,False,0.10479249313083361,0.10479249313083361,0.033196159122085046,0.42,1.0,False,0.45,1.0,False,0.13376857928807992,0.13376857928807992,0.06213991769547325,0.3,1.0,False,0.1543335717316595,0.1543335717316595,0.008367626886145405,0.91,1.0,True,0.96,1.0,True,0.15716486998139365,0.15716486998139365,0.007818930041152264,0.95,1.0,True,0001,0001,day14_only_discovery,False,False,False,False,False,False,False,3,NFE2_288;NFE2_533;NFE2_682,False,False,day 14,0.1543335717316595,2262,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,1.6590319741737054,0.184342988046738,3.0,66.0,0.5639775661973657,0.1333347421378314,7.367700109525439e-05,0.2914429280337517,0.11973334441567048,0.01764245222732498,0.16364170169007342,0.17724749650336613,0.3592459631210241,0.17344500053452755,0.16362677263377123,0.29300670733462086,0.272534638163614,0.1792044285890377,0.1330859764503643,0.4003358645072923,0.22179907231021678,0.07564449937012376,0.39053256566283817,0.21107314889276144,0.06875813723098778,0.1278012263436783,0.21389892188057516,0.5522286532951134,0.11799792749922416,0.20275550421013344,0.5625685720068111,-0.009803298844454134,0.24122685534420635,0.9677061134144711,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.00566120770941528,0.21978540820263445,0.8066677704073162,0.7737928643578306,0.6486221090230063,0.01042003301204312,True,False,False,0.29431674348621867,False,False,False,0.8463321216773442,False,False,False,0.6281368740089356,False,False,False,0.7142802559519115,0.5926587190139454,0.5736282797079598,0.9466294138238339,0.9477221257013027,0.9985290805278076,True,1000,localized_support_no_detected_heterogeneity,False,False,False,False
NFE2,HMOX1,HMOX1,ENSG00000100292,-0.1533903101048274,0.1533903101048274,True,0.07225855856485568,0.07225855856485568,0.04294141857593634,0.3,0.96,False,0.29,0.97,False,0.06853636713322661,0.06853636713322661,0.05007545616682672,0.16,0.98,False,-0.040617472582774594,0.040617472582774594,0.16858710562414267,0.05,0.97,False,0.01,0.91,False,-0.04254882043060128,0.04254882043060128,0.22085048010973937,0.03,0.99,False,-0.007740493279848736,0.007740493279848736,0.8624142661179698,0.0,0.56,False,0.0,0.56,False,0.008166887698903348,0.008166887698903348,0.9037037037037037,0.0,0.59,False,-0.15339031010482754,0.15339031010482754,0.008641975308641974,0.98,1.0,True,0.98,1.0,True,-0.15592343762804095,0.15592343762804095,0.007956104252400549,0.99,1.0,True,0001,0001,day14_only_discovery,False,False,False,False,False,False,False,3,NFE2_288;NFE2_533;NFE2_682,True,True,day 14,-0.1533903101048274,34925,3,NFE2_288;NFE2_533;NFE2_682,True,not_applicable,3.356331278660652,0.023969729671969392,3.0,66.0,0.48042941521354454,0.25683190758893115,0.06583548821350069,1.4510844621379397,0.23063263748986537,2.87997052467037e-08,1.4263011955728027,0.34141748738872485,8.836513910127236e-05,1.4539401548865634,0.31518099089815577,1.878277940675092e-05,-0.9706550469243952,0.34518696706466306,0.006477555923988286,-0.9458717803592581,0.4272335771572727,0.030292533445779674,-0.9735107396730189,0.4065731001668858,0.019494384133516424,0.024783266565137074,0.41201615765690774,0.9522169816498056,-0.0028556927486237393,0.39055149532305594,0.9941880172740978,-0.027638959313760814,0.4646557410797519,0.9527474193267192,3.0,True,True,3.0,True,True,3.0,True,True,3.0,True,True,0.42185846816417916,1.1404683277694666e-05,0.005998906024090484,0.0022590725277281377,0.2791768514735259,0.39263333332148,False,True,False,9.503902731412221e-06,True,True,False,0.012854798623051038,True,True,False,0.0007765561814065473,True,True,False,0.21943643658993114,0.4192208285027761,0.35739704244780107,0.9985290805278076,0.9995017924813784,0.9985290805278076,True,0111,localized_support_no_detected_heterogeneity,False,True,True,True
