TF,target,response_pattern,refined_response_pattern,unresolved_reason,stable_small_response_supported,near_threshold_persistent,common_effect,common_effect_se,common_effect_fdr,interaction_fdr,guide_testable,effective_guides_used,all_timepoint_same_direction,all_timepoint_guide_consistent,temporal_equivalence_supported,uniformly_negligible_supported,effect_day 7,effect_day 9,effect_day 11,effect_day 14,effect_fdr_day 7,effect_fdr_day 9,effect_fdr_day 11,effect_fdr_day 14,consistent_guides_day 7,consistent_guides_day 9,consistent_guides_day 11,consistent_guides_day 14,E1_supported
BCL11A,TMEM233,unresolved_no_interaction,reason_coded_unresolved,moderate_common_estimate_imprecise,False,False,-0.1545645473625968,0.1150349989332045,0.33438605082921397,0.9821582605491463,True,2,True,True,False,False,-0.1523216870610366,-0.1801308606528198,-0.2112026003064719,-0.0501625279794423,0.6966476054382104,0.6736004399274755,0.8073498131577286,0.9576687217069358,2,3,3,2,False
GATA1,HMBS,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.08856050407366992,0.03985050868242072,0.0882680715460297,0.2984021551627289,False,1,False,True,False,False,-0.2193228406900867,-0.0526722395137475,-0.0451456609417161,0.0883021437778562,0.0129663790185114,0.7532779549214763,0.8940026978120843,0.6634695233798013,3,3,2,3,False
GATA1,CDC27,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.1130519994794843,0.032081766842202555,0.004684966233149917,0.1415934693869604,False,1,False,True,False,False,-0.2300805110803412,-0.0738897067335923,-0.1209230738310257,0.0724405896158326,0.0008713579387646,0.5369058837163855,0.5942032044272909,0.6594875854872003,3,3,3,2,False
GATA1,KLF13,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.10200543425068499,0.0420286505303633,0.05991951819768856,0.9348870183947487,False,1,True,True,False,False,-0.0871523612415066,-0.0752329871669479,-0.1795656809442447,-0.1230244823393951,0.4603358873495973,0.6504685267912523,0.5708557728982963,0.5485797570612823,2,3,3,3,False
GATA1,PDE12,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.10408338002278589,0.08392671570938688,0.37836631392870823,0.5184020307901149,False,1,True,False,False,False,-0.0373133337784039,-0.0151961076885648,-0.0229437557837676,-0.5211789859659735,0.907744520244559,0.9749550733266724,0.9646675553224732,0.1171393381162632,1,2,3,2,False
GATA1,ITSN1,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,0.046356912435689214,0.06720912390226505,0.6463439761220611,0.8261568683725588,False,1,False,True,False,False,0.0437885795091454,0.0659437130289297,-0.132275170457642,0.1720815431568165,0.8812047429956155,0.8457844721817958,0.8038749177147981,0.5934370911827423,3,2,2,3,False
GATA1,RPSA,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.03142948106589128,0.0252032488224996,0.3761282116237341,0.2208690222481977,False,1,False,True,False,False,0.0311942422642579,-0.0292755717934887,-0.0146489563648789,-0.1923069027334126,0.70285050204861,0.7861900655880469,0.9271078825656148,0.0425023172883737,3,3,2,3,False
GATA1,CCDC14,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.10825687619201423,0.030299824013754594,0.004235012435409344,0.8509010139167891,False,1,True,True,True,False,-0.0927592565267307,-0.0793187611604968,-0.1471117767023005,-0.1706346691960896,0.2161856697696193,0.4382681379183897,0.4787083988734258,0.1676291873797544,2,3,3,3,False
GATA1,RPS4X,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,0.030255712661941887,0.022995456217087075,0.3472156226200898,0.1570837994276701,False,1,False,True,False,False,0.089155004213927,0.0329207782330825,0.0539866144813265,-0.1296716141404645,0.1012222122196631,0.7250234465891208,0.7525726928772896,0.1676291873797544,3,3,3,3,False
GATA1,RPS3,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.0039791047496261995,0.019317416627993893,0.9005206131779125,0.1978693998112064,False,1,False,False,False,False,0.0520214320120943,-0.0054984879386183,-0.0045005276895117,-0.1262366384334584,0.282783394872236,0.9544868285288364,0.9674209755065056,0.0936815220510555,3,1,1,3,False
GATA1,RHAG,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.08472741751934879,0.03320845575278984,0.04670961415880227,0.3417208043998793,False,1,False,False,False,False,-0.1913800421076857,0.0012758246357529,-0.1119781700996663,-0.0066773308610716,0.0088384101322487,0.9871250748588742,0.6308043177273325,0.9803535928629494,3,1,3,1,False
GATA1,RPS8,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.007997486572523058,0.01927307291680599,0.7966829267146798,0.1415934693869604,False,1,False,False,False,False,0.0529606084442347,-0.009293409497044,-0.0149033630850213,-0.1360903301427152,0.2727901806675906,0.9259223297835516,0.9244998079233776,0.0631788369056186,3,1,2,3,False
GATA1,DIPK2A,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,0.13109820438500128,0.05725378010793268,0.07767941442977966,0.7999925764175514,False,1,True,True,False,False,0.2262088912139891,0.057482502492149,0.0584476196226873,0.1429906467042115,0.0940371018824135,0.8372507976614033,0.9145939245715576,0.6108653236907876,3,2,2,3,False
GATA1,RPS9,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.027358529161154208,0.02262868784293857,0.39029803110841677,0.5184020307901149,False,1,False,True,False,False,0.0106535526230812,-0.025669109902289,-0.0080104003601032,-0.1341732998187451,0.9073907379920296,0.7934276928150809,0.9570827775562832,0.1412024444420929,2,3,2,3,False
GATA1,RPL3,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,-0.0831038267733878,0.027810720739987714,0.017212726695803284,0.8509010139167891,False,1,True,True,False,False,-0.0812961600202463,-0.0907273977146893,-0.0164251461414238,-0.1312659417995739,0.2370795086920944,0.3097412047232564,0.9269103112812396,0.2576599223151904,3,3,3,3,False
GATA1,AGPAT4,unresolved_no_interaction,reason_coded_unresolved,guide_efficacy_limited,False,False,0.24386199309746884,0.1011717392634386,0.06161155706088991,0.7281038806505915,False,1,False,False,False,False,0.1783185195605104,0.4169961266832831,-0.0433737860526678,0.2766585340206647,0.5428597209296687,0.1704912365676177,0.9393211021697052,0.5759458471053123,1,3,1,2,False
